corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
BES440,Solaris Capital Advisors (HK) Limited,AQY832,SUN Weshiang,孫尉翔,"4,9"
BES440,Solaris Capital Advisors (HK) Limited,AOY613,WONG Kwok Wai,黃國威,"4,9"
BFJ113,Still Water Capital Management Limited,AYD269,FUNG Chun Yu,馮震宇,"1,2,4,5,9"
BFJ113,Still Water Capital Management Limited,APR199,YU Yu Kin,俞裕堅,"1,2,4,5,9"
BFY108,SPDB International Investment Management Limited,AWZ523,LUO Zenglong,羅增龍,9
BFY108,SPDB International Investment Management Limited,BUW335,SUO Lina,索丽娜,9
BFY108,SPDB International Investment Management Limited,BNT132,WANG Dongzhe,王東哲,"4,9"
BFY108,SPDB International Investment Management Limited,BFT056,YU Xiaodong,余曉東,"4,9"
BGN231,Spruce Light Asset Management Company Limited,BTW031,HUANG ZHIFENG,⻩志锋,"4,9"
BGN231,Spruce Light Asset Management Company Limited,BMM588,LU Zi-Yong,呂自勇,"4,9"
BGN231,Spruce Light Asset Management Company Limited,ALZ811,MIAO Kaizhou,苗凱洲,"4,9"
BGP547,South China Investment Management Limited,AAA815,CHEUNG Choi Ngor,張賽娥,9
BGP547,South China Investment Management Limited,BHX544,CHIU Chun Lung,趙駿龍,9
BGP547,South China Investment Management Limited,AWC879,KO Ming Shan,高明山,9
BGP547,South China Investment Management Limited,AAA747,"WONG Ding Pong, Allan",黃定邦,9
BGS817,Splentide Capital Limited,ANN504,HSIEH Ya-Hui,謝雅卉,"1,4,9"
BGS817,Splentide Capital Limited,ALB938,LI Zongyi,李宗沂,"1,4,9"
BGS817,Splentide Capital Limited,BHS286,ZHANG Sheng,張晟,"1,4,9"
BHF749,SITCOAM (Hong Kong) Holdings Limited,BHF790,CAO Hua,曹華,"4,9"
BHF749,SITCOAM (Hong Kong) Holdings Limited,BIO281,GAO Jingwen,高靜文,"4,9"
BHF749,SITCOAM (Hong Kong) Holdings Limited,BIQ227,XIE Rudong,謝如棟,"4,9"
BHF761,SR Wealth Securities Limited,BIK509,CAI Jinge,蔡金戈,"1,4"
BHF761,SR Wealth Securities Limited,AJC313,POON Chi Wai,潘智威,"1,2,4,9"
BHF761,SR Wealth Securities Limited,AMX945,"WONG Lok Him, Howard",王諾謙,"1,2,4,9"
BHG136,SGI Capital Asset Management Limited,BLL827,POON Wai Kuen,潘慧娟,"4,9"
BHG136,SGI Capital Asset Management Limited,BFP526,YEUNG Ho Chun,楊皓駿,"4,9"
BHJ194,Sunhigh Financial Holdings Limited,AQG675,AU Ho Ki,歐浩基,"1,4,9"
BHJ194,Sunhigh Financial Holdings Limited,ALW988,HO Ting Kit,何庭傑,"1,4,9"
BHJ194,Sunhigh Financial Holdings Limited,BLU744,LAM Yu Fong,林禹芳,"1,4"
BHO310,SFG Fund Limited,AGL892,CHENG Fung Kit,鄭豐傑,9
BHO310,SFG Fund Limited,AAC349,"SHEA Kwok Hing, Patrick",佘國興,9
BHO310,SFG Fund Limited,AAC706,YU Kwan Lung,余君龍,9
BHO423,SDG Asset Management (HK) Limited,AXX667,HUANG Yao,黃垚,"4,9"
BHO423,SDG Asset Management (HK) Limited,BHZ452,SUN Yilin,孫藝林,"4,9"
BHP486,Schonfeld Strategic Advisors (Hong Kong) Limited,AQJ320,ANTONELLI Christopher George,,"1,9"
BHP486,Schonfeld Strategic Advisors (Hong Kong) Limited,AKW740,"CHAO Sze Chung, Benjamin",趙思聰,"1,9"
BHP486,Schonfeld Strategic Advisors (Hong Kong) Limited,AXR368,HONG Keith Chun-yiu,康振耀,9
BHU509,Standard Perpetual Securities Limited,BHC775,LAU On Ying Janet,劉安迎,"1,4,9"
BHU509,Standard Perpetual Securities Limited,BIZ322,LEUNG Wing Yin Alex,梁頴賢,"1,6"
BHU509,Standard Perpetual Securities Limited,BJT516,NIU Huoqing,牛獲青,"1,4,9"
BHU509,Standard Perpetual Securities Limited,ADB202,WANG Yinan,王一楠,6
BHW795,Sun Wing International Asset Management Limited,BTC160,LI BO,李波,"4,9"
BHW795,Sun Wing International Asset Management Limited,BTC174,LV Tong,吕彤,"4,9"
BIC854,SBI E2-Capital Securities Limited,AJA562,WONG Kin Fai,王健輝,"1,4"
BIC854,SBI E2-Capital Securities Limited,AAC100,WONG Yu Chiu,黃宇超,"1,4"
BHY694,Sunfund Fund Management Limited,BRS408,CHAN Kwok Chuen,陳國川,9
BHY694,Sunfund Fund Management Limited,APU792,NG Siu Chun,吳紹進,9
BIE076,Success Advance Investments Limited,AAI603,"KAN Kwok Shu, Albert",簡國樞,"4,9"
BIE076,Success Advance Investments Limited,AMF929,LAM Mee Yee,林美儀,4
BIE076,Success Advance Investments Limited,ABM462,LEE Kwok Leung,李國樑,9
BIE095,Summer Capital Management Company Limited,AKX333,TONG King Hang,湯景恆,"4,9"
BIE095,Summer Capital Management Company Limited,BEZ284,ZHANG Birong,張碧蓉,"4,9"
BIE095,Summer Capital Management Company Limited,AYQ807,ZHANG Zhiyu,張志宇,"4,9"
BIF175,Solomon JFZ (Asia) Holdings Limited,BXB257,HUANG Lingshan,黃玲珊,9
BIF175,Solomon JFZ (Asia) Holdings Limited,AGK850,LAM Ting Yu,林鼎宇,"1,4,9"
BIF175,Solomon JFZ (Asia) Holdings Limited,AIG767,TING Pong Ming,丁邦明,6
BIF175,Solomon JFZ (Asia) Holdings Limited,BFU118,ZHU Haokang,朱皓康,"1,4,9"
BII431,Sino Wealth Asset Management Limited,AJD784,LO Chun Wah,魯震華,"4,9"
BII431,Sino Wealth Asset Management Limited,AJL686,YU Miu Ki,庾苗期,"4,9"
BII746,Senchi Morgan Assets Management Limited,BIP062,WONG Ling Chi,黃凌志,"4,9"
BII746,Senchi Morgan Assets Management Limited,BGZ260,"YIU Ngok Chung, Jacky",姚岳棕,"4,9"
BIT424,Southlake Fund Management (Hong Kong) Limited,BTT086,LI HENG,李恒,9
BIT424,Southlake Fund Management (Hong Kong) Limited,BTH885,LIAO TAO,廖韜,"4,9"
BIT424,Southlake Fund Management (Hong Kong) Limited,BSM510,SU Shangcai,蘇尚才,"4,9"
BIU823,Seiga Asset Management Limited,BDY732,ARISAWA Keita,,9
BIU823,Seiga Asset Management Limited,BDO174,LAW Irene,羅蔚,9
BIV273,Sinocon Capital International Limited,BIW340,HO Ka Yui,何家銳,4
BIV273,Sinocon Capital International Limited,ADQ116,WONG Chung,黃眾,"4,9"
BIV273,Sinocon Capital International Limited,BXE068,YANG Haiyan,杨海燕,9
BIZ502,SinoPac Securities (Asia) Limited ,ACW368,AU Tat Sang,區達生,"1,2,9"
BIZ502,SinoPac Securities (Asia) Limited ,BCK950,CHEN Yi-hsuan,陳怡瑄,"1,4"
BIZ502,SinoPac Securities (Asia) Limited ,ABS474,CHO Shing Hang,曹醒恆,1
BIZ502,SinoPac Securities (Asia) Limited ,ADR539,CHU Kuan Hsun,朱光勳,"1,2,4,5,9"
BIZ502,SinoPac Securities (Asia) Limited ,AQY209,KAO Shao-chun,高少鈞,"1,2,4,5,9"
BIZ502,SinoPac Securities (Asia) Limited ,AWE576,"KONG Tai Wai, Ernest",江泰瑋,"1,2"
BIZ502,SinoPac Securities (Asia) Limited ,ABF376,"LEUNG Wai Man, Frankie",梁偉文,1
BIZ502,SinoPac Securities (Asia) Limited ,BNR828,LI Tianyuan,李天元,1
BIZ502,SinoPac Securities (Asia) Limited ,ANP548,MAK Ka Ka,麥嘉嘉,"4,5"
BIZ502,SinoPac Securities (Asia) Limited ,AFL705,"WONG Wing Yun, Christopher",黃永恩,"1,2,9"
BIZ502,SinoPac Securities (Asia) Limited ,BWT060,YU Chao Yuan,游兆源,"1,2"
BJB228,StellarS Capital (Hong Kong) Limited,BVB610,GU Weiwei,古薇微,9
BJB228,StellarS Capital (Hong Kong) Limited,BXA177,SHEN Jiacheng,沈家丞,9
BJB228,StellarS Capital (Hong Kong) Limited,BJZ526,ZHANG Mao,張卯,9
BJB477,Silver Nile Global Investments Limited,BBJ810,CHIM So Ting,詹素婷,6
BJB477,Silver Nile Global Investments Limited,BAX257,LAM Ho Hang,藍浩鏗,6
BJB477,Silver Nile Global Investments Limited,ALQ265,LAU Hiu Fung,劉曉峰,"4,9"
BJB477,Silver Nile Global Investments Limited,BHL345,"QUAH Kung Beng, David",柯江明,"4,9"
BJB477,Silver Nile Global Investments Limited,APL374,"WONG Kar Fung, Kenneth",黃嘉豐,"1,2,4,6,9"
BJB477,Silver Nile Global Investments Limited,AGE018,"YAU Kwok Wing, Tony",邱國榮,"1,2,4,6,9"
BJG526,STAR RIVER SECURITIES LIMITED,AQR774,FANG Zhi,方志,"1,4,9"
BJG526,STAR RIVER SECURITIES LIMITED,BND696,LI Xiangda,李向逹,"1,4,9"
BJG526,STAR RIVER SECURITIES LIMITED,BAL160,POON Chi Kong,潘志剛,"1,4"
BJG526,STAR RIVER SECURITIES LIMITED,AGD229,WANG Bo,汪波,"4,9"
BJD133,Shanggu Asset Management (Asia) Limited,ACD641,LEUNG Yin Wing,梁彥頴,"1,4,9"
BJD133,Shanggu Asset Management (Asia) Limited,AAJ570,YAU Shu Cheung,游樹祥,"1,4,9"
BJH532,Silver Leaf Asset Management Limited,BVE763,DONG Yongjie,董永杰,"4,9"
BJH532,Silver Leaf Asset Management Limited,BLB918,SHEN Yiming,沈毅銘,"4,9"
BJP623,SAIF Everwell Asset Management Hong Kong Limited,AHX696,CHAN Ka Pong,陳嘉邦,9
BJP623,SAIF Everwell Asset Management Hong Kong Limited,BNH418,LAI Zhihua,赖志华,9
BJU094,Solo Asset Management Limited,ALO598,CHENG Wai Hong,鄭維康,"4,5,9"
BJU094,Solo Asset Management Limited,BFY204,"LEE Cheng Kown, George",,9
BJU094,Solo Asset Management Limited,ABK257,"LEUNG Ho Yin, Scott",梁浩然,"4,5,9"
BKU892,Starlight Asset Management Limited,ABN578,CHAN Chun Ming,陳循明,9
BKU892,Starlight Asset Management Limited,ALB323,"CHAN Hing Sang, Alexander",陳慶生,9
BKU892,Starlight Asset Management Limited,ARI518,XU Lingyan,徐凌艷,9
BLF192,Stellaris Asset Management Limited,BIH645,LO Siu Wan,羅少昀,"4,9"
BLF192,Stellaris Asset Management Limited,BMF548,WU Kam Tung,胡錦彤,"4,9"
BLO527,SystematicEdge Limited,BCC310,GROSHENS Alain Robert,,"4,9"
BLO527,SystematicEdge Limited,BLO636,GROSHENS Rosemary Lyn,,"4,9"
BLO527,SystematicEdge Limited,AXY666,RITEAU Alexandre Pierre,,"4,9"
BLO527,SystematicEdge Limited,BML615,TRINH Steven Quong,鄭功光,"4,9"
BMH738,SunPlus Capital Limited,ALK717,CHOW Wing,周穎,"4,9"
BMH738,SunPlus Capital Limited,BFK469,HUANG Tan,黃坦,"4,9"
BMK453,Surich Asset Management Limited,BJC704,"CHONG Ho Wai, Howard",莊浩惟,"4,9"
BMK453,Surich Asset Management Limited,BOE902,YUEN Kar Wai,阮嘉偉,"4,9"
BML887,STARSEA ASSET MANAGEMENT LIMITED,AXV971,LAU Ho Yin,劉浩賢,"4,9"
BML887,STARSEA ASSET MANAGEMENT LIMITED,AYA154,WU Yuen Man Judyanna,胡婉敏,"4,9"
BMR561,Sky Wealth Asset Management Company Limited,ABM173,HO Chun Lung Terence,何俊龍,"4,9"
BMR561,Sky Wealth Asset Management Company Limited,ATR495,YEUNG Tak Wah,楊德華,"4,9"
BMX491,Soliton Capital Management Limited,AJO080,CHAU Ka Hang,周嘉恆,"4,9"
BMX491,Soliton Capital Management Limited,BGR455,PANG Andrew Chee On,彭志安,"4,9"
BNB399,Solshire International Capital Management (HK) Limited,BNG735,HU Shuoshang,胡朔商,"4,9"
BND736,Sfund International Asset Management Limited,AYQ131,WU Tingting,吳婷婷,"4,9"
BNI791,Siegfried Asset Management Limited,APH801,"HO Chi Ming, Tony",何志銘,"1,4,9"
BNI791,Siegfried Asset Management Limited,AEA163,HUNG Alan Hing Lun,孔慶倫,"1,4,9"
BNI791,Siegfried Asset Management Limited,ALU692,LAI Kin Leung,黎健樑,"1,4,9"
BNJ665,Silverbricks Asset Management Company Limited,ARB955,HO Cho Ki,何祖祈,"4,9"
BNJ665,Silverbricks Asset Management Company Limited,AZK893,YIP Bun Bun,葉濱濱,"4,9"
BNN078,Sunfine Asset Management (Hong Kong) Limited,BJT948,WANG Yuanhang,王遠航,9
BNN078,Sunfine Asset Management (Hong Kong) Limited,BNN371,ZHAO Wenguang,趙文廣,9
BNO021,Silver Spring International Limited,AEC714,CHIAO Li,喬立,9
BNO021,Silver Spring International Limited,ALL251,LIU Ta-Pei,劉大貝,9
BNS287,Space Asset Management Limited,BWI319,PENG Xiaoqiang,彭小强,"4,9"
BNU659,Shenzhen Capital (International) Asset Management Company Limited,BAI359,LI Guanda,李冠達,9
BNU659,Shenzhen Capital (International) Asset Management Company Limited,BHF720,YANG Bin,楊斌,9
BNU659,Shenzhen Capital (International) Asset Management Company Limited,BUV951,ZHAO Ze,趙則,9
BNV892,ShanZe Asset Management (Hong Kong) Limited,BGZ624,FUNG Ka Wai,馮家為,"4,9"
BNV892,ShanZe Asset Management (Hong Kong) Limited,AMX297,LEUNG Kai Hung,梁啟洪,"4,9"
BOC105,Season Asset Management Limited,BNV039,WENG Jie,翁杰,"4,9"
BOC105,Season Asset Management Limited,ALN588,"WONG Pui Lun, Alan",黃沛麟,"4,9"
BNZ010,Seeds International Asset Management Limited,AOG952,CHEUNG Wai Ting,張瑋廷,"4,9"
BNZ010,Seeds International Asset Management Limited,AFG167,WONG Yuk Wah,王玉華,"4,9"
BOC642,Square Capital Management Limited,ASN928,CHEN Jun,陳峻,"4,9"
BOC642,Square Capital Management Limited,BOC652,HE Jiayin,何佳音,"4,9"
BOC642,Square Capital Management Limited,ABM814,"LO Tsz On, Chris",盧子安,"4,9"
BOF248,Sirius Capital Management Limited,AVI824,CHEUNG Lai Him,張禮謙,"4,9"
BOF248,Sirius Capital Management Limited,AMI391,LI Jing,李婧,"4,9"
BOJ437,Smart Fullrich Capital Limited,AFJ550,LIU Leung,廖良,"4,9"
BOJ437,Smart Fullrich Capital Limited,AUM932,TAM Lai Chung,譚禮忠,"4,9"
BOL015,Stonepeak (Hong Kong) Limited,BIK511,CHAN Kylie Muldoon,陳佳怡,9
BOL015,Stonepeak (Hong Kong) Limited,AMD016,CHAN Michael Loc-Fei,,9
BOL015,Stonepeak (Hong Kong) Limited,BGM160,NAGHDY Hajir,,9
BOS872,SINOIF Asset Management Limited,BPM520,HUANG Jing,黃晶,"4,9"
BOS872,SINOIF Asset Management Limited,ASM070,WONG Chi Chun,黃矢進,2
BOS872,SINOIF Asset Management Limited,BKU662,ZENG Fanjie,曾繁杰,"1,4"
BOS872,SINOIF Asset Management Limited,BTG306,ZHANG Weiwei,張維維,"2,4,5,9"
BOS872,SINOIF Asset Management Limited,BFM942,ZHANG Yumin,張玉敏,"1,2,4,5,9"
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,BJP833,AIZAWA Shintaro,相澤慎太郎,"1,4,9"
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,BUV153,AWATA Yuichi,,"1,4,9"
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,ANX794,CHAU Kwok Fai,周國輝,9
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,API005,NG Teck Neng,黃得能,1
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,BUV668,SAITO Gen,,"1,4,9"
BOT526,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,AIB791,TANG Chi Tat,鄧志達,"4,9"
BOT987,Sage Partners Limited,BIH086,WANG Fei,王斐,9
BOT987,Sage Partners Limited,BVQ390,WU Na,吴娜,9
BPC075,SingAlliance (Hong Kong)  Limited,BPC551,BECK Thierry,,"4,9"
BPC075,SingAlliance (Hong Kong)  Limited,BPC553,TAN Jolene,,"4,9"
BPB919,Sparc Capital Management Limited,AHE261,NG Fung Nga,吳豐雅,"4,9"
BPC398,Sino-Ocean Investment Management Limited,AVQ815,KONG Weipeng,孔維鵬,"4,9"
BPC398,Sino-Ocean Investment Management Limited,AXM323,ZHOU Yun,周蘊,"4,9"
BPJ914,South Oak Capital Management (Hong Kong) Company Limited,BBC899,WANG Yi,王一,9
BPJ914,South Oak Capital Management (Hong Kong) Company Limited,BAK957,WU Andrew Kai,吳凱,9
BPQ758,SPIC Asset Management (Hong Kong) Company Limited,BPQ971,DENG Chen,鄧晨,"1,4,9"
BPQ758,SPIC Asset Management (Hong Kong) Company Limited,BEC496,HE Jinchang,何錦昌,"1,4,9"
BPQ758,SPIC Asset Management (Hong Kong) Company Limited,BDV967,WU Yingshi,吳應時,"1,4,9"
BPN151,Shengjun Capital Limited,AXS905,YU Lien Wei,余連瑋,9
BPS170,Shui On Investment Management Limited,AFZ453,CHAN Hoi Yan,陳凱茵,"1,4,9"
BPS170,Shui On Investment Management Limited,BGL055,HO Ka Pui,何家沛,"1,4,9"
BPS170,Shui On Investment Management Limited,BTM852,LUO Danlan,羅丹蘭,"1,4,9"
BPT753,SunRiver International Securities Group Limited,BQP556,LEI Sheng,雷胜,"1,4"
BPT753,SunRiver International Securities Group Limited,BHR780,LEUNG Ho Wing,梁浩荣,"1,4"
BPX247,Soul Ventures Investment Limited,AFM847,CHOW Thomas,周少民,9
BPX247,Soul Ventures Investment Limited,BQI807,SUN Tiffany Oi Ying,孫藹瑩,9
BQB313,Silverlion Capital (Hong Kong) Limited,BQB351,FAN Shuaishuai,范帅帅,9
BQB313,Silverlion Capital (Hong Kong) Limited,BIC895,YAO Huili,姚慧麗,9
BQB743,Springhill Fund Asset Management (HK) Company Limited,AFW602,LI Po Chun,李寶珍,9
BQB743,Springhill Fund Asset Management (HK) Company Limited,AER806,YORK Sharon Lai,,9
BQD524,Sky Seal Global Limited,AOW885,HSU Chia-Wei,許家偉,"4,9"
BQD524,Sky Seal Global Limited,ATL571,LING Pui Kwan,凌佩君,"4,9"
BQE542,StashAway Hong Kong Limited,BQE928,FERRARIO Michele,,"1,4,9"
BQE542,StashAway Hong Kong Limited,ANG578,"LEUNG Wing Ying, Stephanie",梁穎瑩,"1,4,9"
BQF880,Stoneylake Asset Management (Hong Kong) Limited,BMW876,HAN Tianting,韓天婷,"4,9"
BQF880,Stoneylake Asset Management (Hong Kong) Limited,BSV496,LIU Li,劉力,"4,9"
BQF880,Stoneylake Asset Management (Hong Kong) Limited,BQJ805,ZHANG Fan,張帆,9
BQK277,Shanghai Securities (Hong Kong) Limited,AOB388,"FUNG Ching Wan, Jackie",馮青雲,"1,4,9"
BQK277,Shanghai Securities (Hong Kong) Limited,BQM053,NI Xiaoxing,倪曉星,"1,4"
BQK277,Shanghai Securities (Hong Kong) Limited,AIC212,YAM Tsz Man,任子文,9
BQL519,Sun Hung Kai Capital Partners Limited,BBK722,CHEUNG Ka Chun,張嘉俊,"1,4,9"
BQL519,Sun Hung Kai Capital Partners Limited,AET173,"LUI Mang Sze, Marcella",呂孟思,"1,4"
BQL519,Sun Hung Kai Capital Partners Limited,ADY343,SING Allen G,甄浩然,"1,4,9"
BQP367,StillBrook Capital Limited,BQP368,HU Jiahao,胡佳好,9
BQP367,StillBrook Capital Limited,ARM234,ZHOU Chanyan,周蟾燕,9
BQP590,SF REIT Asset Management Limited,AAW614,CHAK Hubert,翟迪強,9
BQP590,SF REIT Asset Management Limited,BWM238,HU Yuguo,胡雨果,9
BQP590,SF REIT Asset Management Limited,BWT513,LAM Chung Chi Alan,林聰智,9
BRG233,SYNCICAP Asset Management Limited,AWH538,LI Xinghang,李行行,"1,4,9"
BRG233,SYNCICAP Asset Management Limited,BRG339,MERCADAL Jean-Marie,,"1,4,9"
BRG233,SYNCICAP Asset Management Limited,ADT339,WIJONO Rizal,黃日昌,"1,4,9"
BRH173,Sunrise Fund (China) Limited,BVK181,LIU Jun,劉君,"4,9"
BRH173,Sunrise Fund (China) Limited,BVA947,RUAN Xiaojun,阮晓俊,"4,9"
BRH310,Shouhe Limited,BRK747,MENG Ziyang,孟子揚,9
BRH310,Shouhe Limited,BTU966,ZHAO Weixu,趙維旭,9
BRI344,Substance Asset Management Limited,AFY702,CHOU Hsin Yi,周欣怡,"4,9"
