corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
AAJ958,ACM Asia Limited,AAD224,BOWEN Louis McDaniel,,"4,6,9"
AAJ958,ACM Asia Limited,ABO257,COLLINS-TAYLOR James Desmond,,"4,6,9"
AAK273,Alpha Futures Company Limited,ABH337,"ONG Ka Fai, Philip",王家輝,2
AAK273,Alpha Futures Company Limited,AAE180,"ONG Ka Lueng, Peter",王家龍,2
AAK561,Arta Global Futures Limited,ANH674,LAU Fu Wing,劉富榮,2
AAK561,Arta Global Futures Limited,ALV094,SHUM Ngai Ho,沈毅豪,2
AAP809,AXA Investment Managers Asia Limited,BNQ515,LAO Chan Wa,留振華,"1,2,3,9"
AAP809,AXA Investment Managers Asia Limited,BTQ498,LOYER Yannig,,"2,3"
AAP809,AXA Investment Managers Asia Limited,BSI854,MCKENZIE Julian John Joseph,,"1,4,9"
AAP809,AXA Investment Managers Asia Limited,AJE849,TSE Kevin Ka Bun,謝嘉斌,"1,2,3,9"
AAP809,AXA Investment Managers Asia Limited,BOW856,VO  Mai Khanh,,9
AAP809,AXA Investment Managers Asia Limited,AVU839,WESTON Simon Michael,,"1,4"
AAZ063,Averest Capital Limited,BMW845,HO Pui San Jenny,何佩珊,"1,4,9"
AAZ063,Averest Capital Limited,BNH009,SUN Ge,孫戈,"1,4,9"
ABM588,Asian Capital Partners (HK) Limited,AAC367,KORNER Andrew John Peregrine,,"4,6"
ABP316,ALPS Capital Management Limited,BMT432,AU Vincent Wing Yiu,區永耀,"4,9"
ABP316,ALPS Capital Management Limited,ALA835,"IP Sau Mai, Amy",葉秀薇,"1,4,9"
ABP316,ALPS Capital Management Limited,AQY025,LO Jonathan Ka Yan,羅家炘,"1,4,9"
ABP316,ALPS Capital Management Limited,ABW094,WANG Audrey,王允默,"1,4,9"
ABZ267,Audrey Chow Securities Limited,AGJ224,LEE Kin Wing,李健榮,1
ABZ267,Audrey Chow Securities Limited,AHS053,LOCK Nicholas,駱有隆,1
ABW455,Anuenue Securities Limited,AEZ003,CHAN Anson,陳燿璋,"1,4,6"
ABW455,Anuenue Securities Limited,AMS539,"YAU Shing Yam, Angela",邱聖音,"1,4,6"
ABW455,Anuenue Securities Limited,ABU336,YUEN Chi Fung,袁志峰,"1,4"
ACH601,Alpha Nova Capital Management Limited,BHY529,LEE Jamie Jin-ming,李展鳴,"4,9"
ACH601,Alpha Nova Capital Management Limited,AQJ528,PANG Chun Fai,彭振輝,"4,9"
ACP509,ADMIS Hong Kong Limited,AYV630,TSANG Chun Hei,曾俊禧,"2,5"
ACP509,ADMIS Hong Kong Limited,ACG192,WONG Wai Kwong,黃維光,"2,5"
ACU526,ABN AMRO Clearing Hong Kong Limited,ALT866,BENNETT Alex John,,"1,2"
ACU526,ABN AMRO Clearing Hong Kong Limited,BNB164,"KU-MARTIN Rina, Man Sai",顧旻茜,"1,2"
ACU526,ABN AMRO Clearing Hong Kong Limited,AOL748,PEALLING Paul Michael Alfred,,"1,2"
ACU526,ABN AMRO Clearing Hong Kong Limited,AOY776,ROSSI Valerie,,"1,2"
ACU526,ABN AMRO Clearing Hong Kong Limited,AOG774,WEST David Neil,,"1,2"
ACU526,ABN AMRO Clearing Hong Kong Limited,BTK290,WU Meng Hwa,吳明華,"1,2"
ACX411,ABCI Securities Company Limited,AXY811,BIAN Jing,卞京,1
ACX411,ABCI Securities Company Limited,APG837,CHAN Man Bun,陳文斌,1
ACX411,ABCI Securities Company Limited,ALZ081,CHENG Ngai Chung,鄭毅松,1
ACX411,ABCI Securities Company Limited,BBY990,DAI Xin,戴昕,1
ACX411,ABCI Securities Company Limited,BRQ615,GUO Qian,郭茜,1
ACX411,ABCI Securities Company Limited,BII870,HUANG Qun,黃群,4
ACX411,ABCI Securities Company Limited,BFW321,KWAN Ho Yan,關可人,"1,4"
ACX411,ABCI Securities Company Limited,ALV422,LIN Sally,林青,"1,4"
ACX411,ABCI Securities Company Limited,BJI216,LIN Shaoxing,林少行,1
ACX411,ABCI Securities Company Limited,BSA364,LIU Bei,劉蓓,"1,4"
ACX411,ABCI Securities Company Limited,BMX296,QIU Wei,裘煒,"1,4"
ACX411,ABCI Securities Company Limited,BVZ546,WANG Honglin,王紅林,4
ACX411,ABCI Securities Company Limited,ACQ049,WONG Chi Hung,黃志雄,"1,4"
ACX411,ABCI Securities Company Limited,AWK450,YAO Shaohua,姚少華,4
ACX411,ABCI Securities Company Limited,ACR509,YIP Siu Ling,葉少鈴,1
ACX624,Apricot Capital (Hong Kong) Limited,BGB433,LAW Tsz Shing,羅子成,"1,4"
ACX624,Apricot Capital (Hong Kong) Limited,BPV268,WONG Kam Yui,黃金銳,"1,4"
ADC047,Allard Partners Limited,BGI550,DATH Julien,,"4,9"
ADC047,Allard Partners Limited,ABZ319,PETERS Wayne Victor Allard,,"4,9"
ADC047,Allard Partners Limited,BBD312,TENG Da,滕達,9
ADC118,Axiom Investment Management Limited,ACV216,CHIU Robert Yin,趙宗彥,"4,9"
ADC118,Axiom Investment Management Limited,BQG366,WONG Lai Shan,黃麗珊,"4,9"
ADU453,Asia Investment Research Limited,ALL205,LEE Mei Chi,李美芝,"4,9"
ADU453,Asia Investment Research Limited,ACJ320,TSE Wing Keung,謝永強,"4,9"
AED024,Anli Securities Limited,ADI453,"FUNG Mei Yan, May",馮美欣,"1,4"
AED024,Anli Securities Limited,AFS701,"KO See King, Ronald",高仕勁,"1,4"
AEE189,Access Investment Management (H.K.) Limited,AAD288,LIU Chee Ming,劉志敏,"4,5,9"
AEE189,Access Investment Management (H.K.) Limited,AUV429,"LIU Zhen Rong, Daryl",劉鎮榮,"4,5,9"
ADX555,AllianceBernstein Hong Kong Limited,AGF156,CHOW Kin Hung,鄒建雄,"1,2,4,5,9"
ADX555,AllianceBernstein Hong Kong Limited,BEC495,HULLAH James Edward,,"1,2,4,5"
ADX555,AllianceBernstein Hong Kong Limited,ALB059,KAO Cheng-hui,高正輝,"1,4"
ADX555,AllianceBernstein Hong Kong Limited,ANH007,LIN Mei-Fang,林玫芳,"1,2,4,5"
ADX555,AllianceBernstein Hong Kong Limited,BBM579,LIU Eric Kar Hang,廖嘉恒,"1,2,4,5,9"
ADX555,AllianceBernstein Hong Kong Limited,AYT805,TAGLIONE Thierry Vincent,,"1,4"
ADX555,AllianceBernstein Hong Kong Limited,AFF074,WONG David Nicholas,,9
ADX555,AllianceBernstein Hong Kong Limited,AWJ166,ZHENG Lily,鄭莉莉,"4,9"
AEN683,Asia Debt Management Hong Kong Limited,AEN684,BOTSFORD Christopher Robert,,9
AEN683,Asia Debt Management Hong Kong Limited,BEE279,WHYTE David Timothy John,,9
AFB541,Avanta Investment Management Limited,ACT295,"CHOU Ping-chun, Benji",周秉鈞,"4,9"
AFB541,Avanta Investment Management Limited,AIE803,"TONG Wai Ming, Vivia",唐慧明,"4,9"
AFE504,Ark Securities (Hong Kong) Limited,BRF995,GONG Ruixuan,龔瑞璇,"1,4,9"
AFE504,Ark Securities (Hong Kong) Limited,BHB451,NG Wing Hing,吳永興,6
AFE504,Ark Securities (Hong Kong) Limited,BGY848,SUN Charles Kar Jon,辛嘉俊,"1,4"
AFE504,Ark Securities (Hong Kong) Limited,BOR138,XU Linglin,徐玲淋,"1,4,6,9"
AFH256,Atlantis Investment Management Limited,BSM580,LIAO Shuli,廖舒立,"4,9"
AFH256,Atlantis Investment Management Limited,AGK177,LIU Yang,劉央,"4,9"
AFH646,Amova Asset Management Hong Kong Limited,BBX313,CHOI Hong Chun,蔡康進,"1,4,9"
AFH646,Amova Asset Management Hong Kong Limited,ABN601,GREATON Timothy Love,,"1,4,9"
AFH646,Amova Asset Management Hong Kong Limited,AJK602,LAI Yeu Huan,,"1,4,9"
AFH646,Amova Asset Management Hong Kong Limited,BOG009,RYU Kiyotaka,,"1,4,9"
AFF862,Anuenue Advisors Limited,AEZ003,CHAN Anson,陳燿璋,"4,9"
AFF862,Anuenue Advisors Limited,AMS539,"YAU Shing Yam, Angela",邱聖音,"4,9"
AFF862,Anuenue Advisors Limited,ABU336,YUEN Chi Fung,袁志峰,4
AFZ323,Ample Capital Limited,BEO789,CHUNG Kam On,鍾錦安,6
AFZ323,Ample Capital Limited,AKO945,LAW Kit Ying,羅潔盈,6
AFZ323,Ample Capital Limited,AWZ245,LIU Fang,劉芳,6
AFZ323,Ample Capital Limited,BGL256,MAK Tsz Fung,麥子豐,6
AFZ323,Ample Capital Limited,ADQ936,"TANG Ho Wai, Howard",鄧澔暐,6
AFZ323,Ample Capital Limited,BJI728,"WONG Ka Chun, Matthew",黃家俊,6
AGA701,AASTOCKS.com Limited,AGB017,LU Pingxin,盧平欣,4
AGA701,AASTOCKS.com Limited,AGA702,TANG Yifan,唐一帆,4
AGB171,Axis Capital Management Limited,ACQ097,YU Gang,余剛,"4,9"
AGD056,AIF Capital Limited,AAN684,AMOUR Peter Francis,,4
AGD056,AIF Capital Limited,AEN710,"CHUNG Yuk Mui, Theresa",鍾玉梅,4
AGD056,AIF Capital Limited,AFT346,LEE Stephen,李嘉輝,4
AGH102,Altus Capital Limited,AGC368,CHANG Sean Pey,曾憲沛,"4,6,9"
AGH102,Altus Capital Limited,AAA935,"HO Shuk Yee, Samantha",何淑懿,"4,9"
AGH102,Altus Capital Limited,ABX240,"IP Tin Chee, Arnold",葉天賜,"4,6,9"
AGH102,Altus Capital Limited,AYE286,"KHOO Wing Pui, Charlotte",邱詠培,6
AGH102,Altus Capital Limited,BHZ872,"LEE Lok Hin, Clement",李洛軒,6
AGH102,Altus Capital Limited,ACA326,"LEUNG Churk Yin, Jeanny",梁綽然,6
AGH102,Altus Capital Limited,ABF972,NG Meng Hua,黃明華,6
AGH102,Altus Capital Limited,BEK751,TAM Leo Ho Kei,譚浩基,6
AGL798,AJ SECURITIES LIMITED,ATB830,CHEN Hao,陳灝,"1,4"
AGL798,AJ SECURITIES LIMITED,AZY145,TSANG Hin Pan,曾憲斌,"1,4"
AGL798,AJ SECURITIES LIMITED,ARK024,WU Luyin,吳律寅,"1,4"
AGY047,Absolute Investment Management (HK) Limited,AEO693,"LIN Chi Fai, Desmond",林智暉,"4,9"
AGY047,Absolute Investment Management (HK) Limited,AIR501,YIM Yu Tak,嚴汝德,"4,9"
AHH120,Asia Pacific Financial Capital Limited,APR030,CHIN Sui Ying,錢瑞英,6
AHH120,Asia Pacific Financial Capital Limited,AHN494,LI Ping Sun,李炳燊,6
AHH123,Asia Pacific Securities Limited,ANP491,CHANG Hsun Fang,張薰方,4
AHH123,Asia Pacific Securities Limited,APR030,CHIN Sui Ying,錢瑞英,1
AHH123,Asia Pacific Securities Limited,AHN494,LI Ping Sun,李炳燊,"1,2,4"
AHN919,Argyle Street Management Limited,AEO347,CHAN Kin,陳健,"4,9"
AHN919,Argyle Street Management Limited,BFS120,CHAN Kwun Ho,陳冠豪,"4,9"
AHN919,Argyle Street Management Limited,ARO469,"CHAN Yan Ho, Leo",陳欣豪,"4,9"
AHN919,Argyle Street Management Limited,ADX892,"LI Yick Yee, Angie",李亦宜,"4,9"
AHN919,Argyle Street Management Limited,AQV656,LUI Ping Sum,雷炳森,"4,9"
AIC891,Asia Pacific Capital (HK) Limited,AFG102,IP Woon Lai,葉煥禮,"4,9"
AIC891,Asia Pacific Capital (HK) Limited,AGN038,KOTHARI Ashok Sanatkumar,,"4,9"
AJD993,Altruist Financial Group Limited,AKS993,"CHEUNG Sung Yiu, Raymond",張崇堯,"1,4,9"
AJD993,Altruist Financial Group Limited,ARH150,"CHOW Nga Yee, Aimee",周雅怡,"4,9"
AJD993,Altruist Financial Group Limited,ALN862,KWOK Ka Hing,郭家興,"1,4"
AJF298,AlTi Wealth Management (Hong Kong) Limited,AEZ188,GREEN Joshua Michael,,"1,4,5,9"
AJF298,AlTi Wealth Management (Hong Kong) Limited,AEI058,KONG Gideon Tsz Chung,江子聰,"1,4,5,9"
AJE027,Aktis Capital Advisory Limited,AVP920,LI Wai Lum,李偉霖,9
AJE027,Aktis Capital Advisory Limited,ABW440,YEE Danny Ong,鄧若舟,"4,5,9"
AJN974,AD Capital Management (Hong Kong) Limited,AFZ713,AU YEUNG Tat H,歐陽達顯,"4,5,9"
AJN974,AD Capital Management (Hong Kong) Limited,ARG931,"CHENG Kwok Kin, Benjamin",鄭國健,"4,5,9"
ALW770,AM Squared Limited,AXA029,CHOI Cary,蔡偉軒,9
ALW770,AM Squared Limited,AUW031,CHU Richard Shan Yao,朱善堯,9
ALW770,AM Squared Limited,ANQ210,MENON Arjun Vikram,,9
ALY555,Astrum Capital Management Limited,ABS482,CHENG Ka Wa,鄭家華,9
ALY555,Astrum Capital Management Limited,BEN845,CHU Kam Hung,朱錦鴻,"1,6,9"
ALY555,Astrum Capital Management Limited,ADY552,"FUNG Tat Hung, Ricky",馮達雄,"1,2,9"
ALY555,Astrum Capital Management Limited,AFD213,HUI Kei Man,許紀文,9
ALY555,Astrum Capital Management Limited,ADX085,"KWAN Chun Yee, Hidulf",關振義,"1,6,9"
ALY555,Astrum Capital Management Limited,ABZ886,PAN Chik,潘稷,"1,2,6,9"
ALY555,Astrum Capital Management Limited,ACI566,SIU Kam Chau,蕭錦秋,6
ALY555,Astrum Capital Management Limited,AXY064,TSANG Po Wan,曾寶雲,6
ALY555,Astrum Capital Management Limited,ATO931,TSUNG Kelvin,叢安隆,1
AMT657,Asset Management Group Limited,ABT384,AU Yu Ching,區裕正,"4,9"
AMT657,Asset Management Group Limited,ACJ228,"LUI Chi Hoi, John",雷志海,"4,9"
AMT657,Asset Management Group Limited,AJA400,TSE Kwok Lun,謝國綸,"1,4,9"
AMT657,Asset Management Group Limited,AFT272,YONG Chi Sing,楊志成,"1,4,9"
ANR899,Alpha Wealth Management Limited,AKL722,LEE Chi Ming,李志明,"4,9"
ANR899,Alpha Wealth Management Limited,AFC358,WONG Kwok King,黃國經,"4,9"
AOA508,Abridge Enterprises Company Limited,ABT991,CHIU Man Wai,趙文煒,"4,9"
AOA508,Abridge Enterprises Company Limited,AEY359,"LAI Wing Sze, Teresa Francesca",賴詠詩,"4,9"
AOA508,Abridge Enterprises Company Limited,BJQ776,ZHANG Shujuan,張淑娟,"4,9"
AOR149,Abax Global Capital (Hong Kong) Limited,ARV902,LIN Shen,林深,9
AOR149,Abax Global Capital (Hong Kong) Limited,BDA087,WANG Michael Chou,王炬,9
AOR149,Abax Global Capital (Hong Kong) Limited,AFS530,YANG Xiang Dong,楊向東,9
APR560,Arta Global Markets Limited,ANH674,LAU Fu Wing,劉富榮,"1,4,9"
APR560,Arta Global Markets Limited,AEB584,LEONG Vui Ling,梁偉靈,9
APR560,Arta Global Markets Limited,ALV094,SHUM Ngai Ho,沈毅豪,"1,4"
AQR074,Athena Wealth Management Limited,ATO654,LAW Ting Pong,羅定邦,"1,9"
AQR074,Athena Wealth Management Limited,AFN289,TSE Danny Lai Kin,謝禮健,"1,4,9"
AQR074,Athena Wealth Management Limited,ADY676,WONG Kah Mun,黃嘉敏,"1,4,9"
AQW828,Arta Asset Management Limited,ASZ667,SHEN Yiqian,沈亦潜,"1,4,9"
AQW828,Arta Asset Management Limited,BKH363,XING Jiyuan,邢紀原,"1,4,9"
AQW828,Arta Asset Management Limited,AVA631,XU Hao,許昊,"1,4,9"
ARG876,Aspen Hill Partners (Hong Kong) Limited,ACI999,LIM Eric Kian Hoe,,"4,9"
ARG876,Aspen Hill Partners (Hong Kong) Limited,BAY473,TSENG Po Ming,,"4,9"
ARG876,Aspen Hill Partners (Hong Kong) Limited,ART440,"WU Yuan Hui, Wendy",吳婉蕙,"4,9"
ARJ340,APG Investments Asia Limited,BNH073,AATEN Thijs,,"1,2,4,9"
ARJ340,APG Investments Asia Limited,ARJ346,AERTS Hans-Martin Joannes Cornelis,,"4,9"
ARJ340,APG Investments Asia Limited,AZA737,DE BOER Patrick,,"1,2"
ARJ340,APG Investments Asia Limited,BIB605,FELDMANN Daniel Thomas,,"4,9"
ARJ340,APG Investments Asia Limited,ARA631,HUNG Brian Lap Hei,洪立熙,"4,9"
ARJ340,APG Investments Asia Limited,BRY310,KANTERS Patrick Michael,,"1,4,9"
ARJ340,APG Investments Asia Limited,AHX750,MA Shek Yee,馬錫怡,"4,9"
ARJ340,APG Investments Asia Limited,ALI171,"SUEN Lok Hang, Gregory",孫樂衡,"4,9"
ARO976,Asia Frontier Investments Limited,ABM870,DE VRIES Pier Christiaan,戴飛,9
ARO976,Asia Frontier Investments Limited,BBP446,DESAI Ruchir Devanshu,,"4,9"
ARO976,Asia Frontier Investments Limited,ACR505,HUGGER Thomas Eugen,,"4,9"
ARO976,Asia Frontier Investments Limited,BRX426,JOSSI Roland Jakob,,"4,9"
ARO976,Asia Frontier Investments Limited,AUX255,VOGELSANGER Andreas,,4
ARW223,ARCH Capital Management Co. Limited,AYA900,UMALI Jonathan Espinili,海承章,9
ARW223,ARCH Capital Management Co. Limited,BLY785,WONG King Yan Ignatius,王憬仁,9
ARW223,ARCH Capital Management Co. Limited,AID233,"YUE Wah Chuk, Richard",余華軸,9
ASS687,Ares Management Asia (Hong Kong) Limited,AEO322,DUFFY Craig Andrew,,"1,4,9"
ASS687,Ares Management Asia (Hong Kong) Limited,ARI529,KREFMAN Daniel Scott,,"1,4,9"
ASS687,Ares Management Asia (Hong Kong) Limited,BET465,LEE Henry David Chia,李嘉,1
ASS687,Ares Management Asia (Hong Kong) Limited,AEB025,WONG Ching Him,黃正謙,"1,4,9"
ATB513,ASCENDANT SECURITIES (HK) LIMITED,BMG887,WAN Kin Chung,尹建中,"1,4,9"
ATO969,Asset Management One Hong Kong Limited,BTQ725,FUKUI Takeshi,福井健至,1
ATO969,Asset Management One Hong Kong Limited,AUX601,HUANG Haijun,黃海軍,1
AUB806,Asia Pacific Asset Management Limited,ANP491,CHANG Hsun Fang,張薰方,9
AUB806,Asia Pacific Asset Management Limited,AHN494,LI Ping Sun,李炳燊,9
AUL787,Apollo Asset Management Limited,AJO293,CHAN Chi Fai,陳志輝,"4,9"
AUL787,Apollo Asset Management Limited,BPN162,CHENG Wan Wing,鄭芸穎,"4,9"
AUL787,Apollo Asset Management Limited,BPV125,TAM Oi Lun,譚愛倫,"4,9"
AVO623,Areion Asset Management Company Limited,AMJ215,ARIMA Einoshin,有馬榮乃進,9
AVO623,Areion Asset Management Company Limited,AEN832,"LEUNG Sin Yan, Giselle",梁倩恩,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AWJ204,GARG Praneet,,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AWJ202,XU Hongjiang,徐紅江,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AGM723,YASUDA Akihiko,,9
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,BRK987,ADITYA-JAYARAMAN -,,"1,4"
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,BNN751,CHAO Stefano,,9
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,AXC973,CIACCIO Andrea,,"1,4,9"
AXG299,About Capital Management (HK) Co. Ltd,ADY731,CHEN Yi Hua,陳亦驊,9
AXG299,About Capital Management (HK) Co. Ltd,BIN603,LIU Chun Wah,廖浚樺,9
AXG299,About Capital Management (HK) Co. Ltd,AQC404,SHAN Liming,單黎鳴,9
AXM315,Ant Global Partners (HK) Limited,AQS655,CHEUCK John Hin Ming,卓顯明,"4,9"
AXM315,Ant Global Partners (HK) Limited,ADV775,HUNG Cheung Fuk,洪長福,"4,9"
AXN003,Azurewing Limited,AAA157,CHEUNG Hung Fat,張洪發,9
AXN003,Azurewing Limited,ACC228,HU Yi Ding,胡以定,"4,9"
AXN003,Azurewing Limited,AXN012,TSE Wai Lin,謝威廉,4
AYC880,Ark Group Holdings (Hong Kong) Limited,AKQ399,CHAN Cheuk Wa,陳卓華,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,AWA326,KWAN Tsun Man,關俊文,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,BST157,PAN Qing,潘青,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BWN086,WEI Peng,魏鵬,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,AJE109,WONG Wai Kar,王惠嘉,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BUN757,YIN Hao,尹顥,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BQH378,ZHOU Qian,周倩,"1,4"
AYP193,Asia Research & Capital Management Limited,ASE814,SHIH Paul I-cheng,,9
AYR797,Ascalon Capital Limited,BKC521,CHAN Ching Sze,陳靜斯,9
AYR797,Ascalon Capital Limited,BDK855,MOORE Luke Peter,,9
AYR797,Ascalon Capital Limited,BMW398,POOLE Isaac Kirby,,9
AYT237,Athos Capital Limited,ARK735,MOSKEY Matthew Love,,9
AYT237,Athos Capital Limited,AUA998,SCHULTE-HILLEN Friedrich Bela,,9
AZC453,Avalok Capital Limited,ANC095,HAN Yiqiu,韓逸秋,"4,9"
AZC453,Avalok Capital Limited,AXO645,TSE Lee Kuen,謝莉娟,"4,9"
AZC453,Avalok Capital Limited,BGC783,YANG Lingzi,楊玲梓,9
AZP140,Ariose Capital Management Limited,AFK724,BLAKE Anthony Peter,,9
AZP140,Ariose Capital Management Limited,BSG591,CAO Meng,曹萌,9
AZP140,Ariose Capital Management Limited,BRQ963,SUEN Cheuk Ting Matthew,孫卓庭,9
AZP140,Ariose Capital Management Limited,AZP147,XIN Yi,忻怡,9
AZP290,Alphamax Asset Management (HK) Limited,ACH636,"SZETO Wai Chun, Frances",司徒惠珍,9
AZP290,Alphamax Asset Management (HK) Limited,ATW234,WU Jin,武瑾,9
AZP290,Alphamax Asset Management (HK) Limited,BDI407,ZHU Jun,祝珺,9
AZY004,Asia Alpha Capital Management Limited,BOF621,CHEN Huan,陈欢,9
AZY004,Asia Alpha Capital Management Limited,ANB366,LURIE Mattan Hillel,,9
BAA046,ABCI Asset Management Limited,AQS482,MING Liang,明亮,"4,9"
BAA046,ABCI Asset Management Limited,BAH518,YANG Xiuke,楊秀科,"4,9"
BAI353,Ascender Capital Limited,BAI354,MERCIER Edouard Georges Henri Marie,,9
BAI353,Ascender Capital Limited,BPW546,TISSERAND Jean-Charles Henri Gustave,,9
BBE598,Avantua Capital Management Limited,ASH955,NG Wing Hoi,吳泳愷,"1,4,9"
BBE598,Avantua Capital Management Limited,BSM068,QI YI,齊一,"1,4,9"
BBE598,Avantua Capital Management Limited,BHR770,ZHAO Tong,趙彤,"1,4,9"
BAT778,Annum Asset Management (Hong Kong) Limited,BGG701,SUNG Hung-Wei,宋泓緯,"1,4,9"
BAT778,Annum Asset Management (Hong Kong) Limited,BJU213,XIAO Wen,肖文,"1,4,9"
BBS728,Ally Bridge Group (HK) Limited,BQE761,WONG Chun Lok,黃駿樂,"1,4,9"
BBS728,Ally Bridge Group (HK) Limited,AEE377,YU Fan,于凡,"1,4,9"
BBS884,Auspicious Capital Management Limited,AWD977,TAN Meng Lee,陳名禮,9
BBS884,Auspicious Capital Management Limited,AYM559,WANG Chuang,王闖,9
BBX134,All-Stars Investment Limited,APR545,CHAN Yat Hei,陳逸熙,"1,4,9"
BBX134,All-Stars Investment Limited,AJA099,JI Weidong,季衛東,"1,4,9"
BBY950,Arkkan Capital Management Limited,ANB136,ABRAT Katherine Anna,,9
BBY950,Arkkan Capital Management Limited,ACX950,BROWN Jason Matthew,,9
BBY950,Arkkan Capital Management Limited,ADL343,CAPASSO Michael Howard,,9
BBZ266,Atlantic Asset Management Limited,ATJ294,"CHAN Ho Wai, Howard",陳浩維,"4,9"
BBZ266,Atlantic Asset Management Limited,AXR024,NG Chun Ho,吳俊豪,9
BBZ266,Atlantic Asset Management Limited,BDF467,SUNG Kwan Yiu,宋鈞耀,"4,9"
BCP239,APC Partners Limited,APZ391,NATH Virendra,,"4,9"
BCP239,APC Partners Limited,AFT247,TAM Pui Chi,譚佩芝,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,AEO327,AHN Sanggyun,,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,BDW193,CHOI Seong Il,,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,AQI793,LEE Woojin,李愚振,"4,9"
BDZ923,Alliance Asset Management Limited,ABT596,CHEUNG Kwok Yuen,張國源,9
BDZ923,Alliance Asset Management Limited,ACP406,"SUM Nai Bun, Stephen",岑乃彬,9
BDZ923,Alliance Asset Management Limited,BHS911,TANG Wai Yau,鄧維祐,9
BEQ590,Acion Partners Limited,AFH477,HSIUNG Feng Jimmy,熊峯,9
BEQ590,Acion Partners Limited,BSL969,LEE Siu Lam Albert,,9
BEV163,All View Management Limited,BPI827,HUANG Yan,黃燕,"4,9"
BEV163,All View Management Limited,ATL572,YANG Wei,楊微,"4,9"
BEY053,Alphalex Capital Management (HK) Limited,ACO434,"AU Wai Chi, Alex",區偉志,"4,9"
BEY053,Alphalex Capital Management (HK) Limited,BLB368,NGAI Ming Kit,魏銘潔,"4,9"
BEY954,AK Partners HK Limited,AAD152,CHURCHOUSE Frederick Peter,,"4,9"
BEY954,AK Partners HK Limited,ACG215,WOOD Antony Winstone,,"4,9"
BFD387,AP Capital Management (Hong Kong) Limited,AZE467,CHAN Wing Yu,陳永譽,"1,2,4,5"
BFD387,AP Capital Management (Hong Kong) Limited,AUS139,CHEUNG Tomo-hito,張智仁,"1,2,4,5,9"
BFD387,AP Capital Management (Hong Kong) Limited,BJJ372,ZHAO Kunming,趙坤明,9
BFE699,Allianz Global Investors Asia Pacific Limited,APF802,"CHOW Ho Kin, Kelvin",周浩乾,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,AKP006,"FU Chi Wah, Paul",符致華,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,AGB944,GUAN Shao Ping,關少平,"1,4,9"
BFE699,Allianz Global Investors Asia Pacific Limited,ADJ389,LAW Siu Cheung,羅肇翔,"4,9"
BFE699,Allianz Global Investors Asia Pacific Limited,AXV599,LEUNG Michelle Yan,梁欣,"1,4,5"
BFE699,Allianz Global Investors Asia Pacific Limited,ACO709,ROSSITER II William Kent,,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,BCL627,RUSSELL William Jonathan,,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,ACJ160,"SIT Wing Fai, Wilfred",薛永輝,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,BER771,YIU Tung Keung,姚東強,"1,2,9"
BFE699,Allianz Global Investors Asia Pacific Limited,ADT381,YU Tze Ling,余子玲,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,APS177,ZENG Zheng,曾錚,"1,2,4,5,9"
BFT890,Austin Pacific Asset Management Limited,AHT589,WANG Bin,王斌,9
BFT890,Austin Pacific Asset Management Limited,BFW323,ZHANG Han,張涵,9
BFU196,Avenue Asset Management Limited,AFD303,CHAN Chun Fai Anthony,陳縉輝,"4,9"
BFU196,Avenue Asset Management Limited,ATR858,"TAM Man Yung, Clarence",譚文勇,"4,9"
BGK380,Antarctica Asset Management (Asia) Limited,AIX574,CHEUNG Tsz Kit,張子傑,"1,4"
BGK380,Antarctica Asset Management (Asia) Limited,AJO552,LI Katherine Bei,李蓓,"1,4,9"
BGK380,Antarctica Asset Management (Asia) Limited,BGK384,VANDENVEN Filip Joris J.,,"1,4,9"
BGM262,Aurora Borealis Investment Services Limited,ADW646,"LAU Shek Yuen, Simon",劉錫源,"1,4,9"
BGM262,Aurora Borealis Investment Services Limited,BAI111,NG Ho Yin,吳浩賢,"1,4,9"
BGQ982,Asia Lion Capital (Hong Kong) Limited,AYT679,GAO Hong,高宏,9
BGQ982,Asia Lion Capital (Hong Kong) Limited,ANX441,LI Xinsong,李新松,9
