corp_ceref,corp_name,ro_ceref,ro_full_name,ro_first_short,ro_first_full,ro_last,ro_name_chi,ro_ra_types
BVM491,Dolomites Asset Management Limited,BEM051,LUO Shanshan,Shanshan,Shanshan,Luo,羅山山,9
BVM491,Dolomites Asset Management Limited,BVM495,SU Dongfeng,Dongfeng,Dongfeng,Su,苏东锋,9
BVG035,Dawning Asset Management Limited,BDX988,DENG Xiaoming,Xiaoming,Xiaoming,Deng,鄧晓明,"1,4,9"
BVG035,Dawning Asset Management Limited,AFG500,NG Fong Chun,Fong Chun,Fong Chun,Ng,吳方俊,"1,4,9"
BVP575,Draconequus Capital Limited,BVP576,GAO Siya,Siya,Siya,Gao,高思雅,"4,9"
BVP575,Draconequus Capital Limited,BTR836,HU PENG,Peng,Peng,Hu,胡鵬,"4,9"
BVS990,Dewei Capital Limited,ASD479,"CHAN Kwun Siu, Frankie",Frankie,Kwun Siu,Chan,陳冠兆,"4,9"
BVS990,Dewei Capital Limited,BVS992,YU Huiyi,Huiyi,Huiyi,Yu,于滙一,"4,9"
BWB032,Dunamis Asset Management HK Limited,AFW034,KANG John Brian,John Brian,John Brian,Kang,,9
BWB032,Dunamis Asset Management HK Limited,BEI453,PARK Daniel Eabum,Daniel,Daniel Eabum,Park,,9
BWB925,Duration Capital Limited,AZB725,FUNG Sai Kit,Sai Kit,Sai Kit,Fung,馮世傑,"4,9"
BWB925,Duration Capital Limited,BSX586,YANG Zhibing,Zhibing,Zhibing,Yang,楊志兵,"4,9"
BWC317,Definite Capital Management Limited,BOI347,LI Shangyi,Shangyi,Shangyi,Li,酈尚义,9
BWC317,Definite Capital Management Limited,BWC320,LI Xiaoxiao,Xiaoxiao,Xiaoxiao,Li,李晓潇,9
BWE277,DaoDe Investment (HK) Asset Management Limited,BGZ717,HUANG Qian,Qian,Qian,Huang,黃倩,"4,9"
BWE277,DaoDe Investment (HK) Asset Management Limited,BWE280,WU Fei,Fei,Fei,Wu,武飛,"4,9"
BWI773,DEFTA International Limited,BWI774,GAO Yuanwei,Yuanwei,Yuanwei,Gao,高媛瑋,9
BWI773,DEFTA International Limited,BWI776,LI Ji,Ji,Ji,Li,李冀,9
AAE876,East Asia Securities Company Limited,AFF094,CHAN Ka Po,Ka Po,Ka Po,Chan,陳家寶,1
AAE876,East Asia Securities Company Limited,ABS283,CHOY Louisa,Louisa,Louisa,Choy,蔡明慧,1
AAE876,East Asia Securities Company Limited,AAE987,"LI Kai Cheong, Samson",Samson,Kai Cheong,Li,李繼昌,1
AAE876,East Asia Securities Company Limited,AEZ492,TSANG Kim Po,Kim Po,Kim Po,Tsang,曾劍波,"1,4"
AAE876,East Asia Securities Company Limited,AOY487,WONG Yung Ho,Yung Ho,Yung Ho,Wong,王溶皓,"1,4"
AAC483,Everbright Securities Digital Finance (HK) Limited ,AUA455,"FUNG Ka Ho, Eric",Eric,Ka Ho,Fung,馮家豪,1
AAC483,Everbright Securities Digital Finance (HK) Limited ,BFT354,KONG Sheung Wing,Sheung Wing,Sheung Wing,Kong,江常永,1
AAC483,Everbright Securities Digital Finance (HK) Limited ,AUG836,WONG Cho Wai,Cho Wai,Cho Wai,Wong,黃祖衛,1
AAC483,Everbright Securities Digital Finance (HK) Limited ,AAZ246,WOO Siu Mui,Siu Mui,Siu Mui,Woo,胡少梅,1
AAC153,Everbright Securities Investment Services (HK) Limited,BNN930,CHAN Ching Sang,Ching Sang,Ching Sang,Chan,陳政生,"1,4"
AAC153,Everbright Securities Investment Services (HK) Limited,ANQ846,"CHANG Tak Yin, George",George,Tak Yin,Chang,張德賢,"1,4"
AAC153,Everbright Securities Investment Services (HK) Limited,AFC185,CHENG Tau Cheung,Tau Cheung,Tau Cheung,Cheng,鄭導昌,4
AAC153,Everbright Securities Investment Services (HK) Limited,ADH429,"CHEUNG Sau Lin, Connie",Connie,Sau Lin,Cheung,張秀蓮,1
AAC153,Everbright Securities Investment Services (HK) Limited,AUA455,"FUNG Ka Ho, Eric",Eric,Ka Ho,Fung,馮家豪,1
AAC153,Everbright Securities Investment Services (HK) Limited,AFS292,KO Siu Lun,Siu Lun,Siu Lun,Ko,高兆麟,"1,4,9"
AAC153,Everbright Securities Investment Services (HK) Limited,BFT354,KONG Sheung Wing,Sheung Wing,Sheung Wing,Kong,江常永,"1,4,9"
AAC153,Everbright Securities Investment Services (HK) Limited,ALQ299,LAM Kelvin Roland,Kelvin,Kelvin Roland,Lam,林浩麟,"1,4"
AAC153,Everbright Securities Investment Services (HK) Limited,AST136,LAM Yu Hang,Yu Hang,Yu Hang,Lam,林宇恒,1
AAC153,Everbright Securities Investment Services (HK) Limited,BQU683,LAU Fung Shek,Fung Shek,Fung Shek,Lau,劉豐碩,"1,4"
AAC153,Everbright Securities Investment Services (HK) Limited,AQZ616,MAK Timothy Koon Hai,Timothy,Timothy Koon Hai,Mak,麥冠熹,4
AAC153,Everbright Securities Investment Services (HK) Limited,AGJ233,"SUNG Wing Chi, Emerentiana",Emerentiana,Wing Chi,Sung,宋泳芝,1
AAC153,Everbright Securities Investment Services (HK) Limited,ACE753,WAI Chiu Hung,Chiu Hung,Chiu Hung,Wai,韋潮雄,1
AAC153,Everbright Securities Investment Services (HK) Limited,AUG836,WONG Cho Wai,Cho Wai,Cho Wai,Wong,黃祖衛,1
AAC153,Everbright Securities Investment Services (HK) Limited,AAB483,"WONG Kwai Ting, Katina",Katina,Kwai Ting,Wong,黃桂婷,1
AAC153,Everbright Securities Investment Services (HK) Limited,AOR555,WONG William Koon Wei,William,William Koon Wei,Wong,黃觀威,"1,4"
AAC153,Everbright Securities Investment Services (HK) Limited,AED619,YEUNG Kin Sing,Kin Sing,Kin Sing,Yeung,楊健聲,"1,4"
BVV769,Deep Rise Capital Limited,BVV773,TANG Junchao,Junchao,Junchao,Tang,唐鋆超,"4,9"
BVV769,Deep Rise Capital Limited,BVV770,WEN Wu,Wu,Wu,Wen,溫武,"4,9"
AAJ095,Emperor Futures Limited,AOH320,LAU Tak Fai,Tak Fai,Tak Fai,Lau,劉德輝,"2,5"
AAJ095,Emperor Futures Limited,AFR780,TAM Tak Wing,Tak Wing,Tak Wing,Tam,譚德榮,"2,5"
AAJ095,Emperor Futures Limited,AEJ888,WONG Chung Ming,Chung Ming,Chung Ming,Wong,王頌明,2
AAP057,Emperor Securities Limited,APU645,CHEUNG Chui Chi,Chui Chi,Chui Chi,Cheung,張翠芝,1
AAP057,Emperor Securities Limited,AHA485,CHU Raymond,Raymond,Raymond,Chu,朱允明,"1,4"
AAP057,Emperor Securities Limited,AOH320,LAU Tak Fai,Tak Fai,Tak Fai,Lau,劉德輝,"1,4"
AAP057,Emperor Securities Limited,AFR780,TAM Tak Wing,Tak Wing,Tak Wing,Tam,譚德榮,"1,4"
AAP057,Emperor Securities Limited,AEJ888,WONG Chung Ming,Chung Ming,Chung Ming,Wong,王頌明,1
AAP057,Emperor Securities Limited,AMF133,"WU Ka Wai, Carrie",Carrie,Ka Wai,Wu,胡嘉慧,"1,4"
AAE975,East Asia Futures Limited,ABS283,CHOY Louisa,Louisa,Louisa,Choy,蔡明慧,2
AAE975,East Asia Futures Limited,AAE987,"LI Kai Cheong, Samson",Samson,Kai Cheong,Li,李繼昌,2
AAE975,East Asia Futures Limited,AEZ492,TSANG Kim Po,Kim Po,Kim Po,Tsang,曾劍波,2
AAE975,East Asia Futures Limited,AOY487,WONG Yung Ho,Yung Ho,Yung Ho,Wong,王溶皓,2
ACM423,Ever-Long Securities Company Limited,ADJ878,AU Chi Ying,Chi Ying,Chi Ying,Au,區姿瑩,"1,2,4"
ACM423,Ever-Long Securities Company Limited,BQW638,CHENG Tze Hin,Tze Hin,Tze Hin,Cheng,鄭子軒,"1,4"
ACM423,Ever-Long Securities Company Limited,AEQ415,LO Ka Chiu,Ka Chiu,Ka Chiu,Lo,盧嘉昭,"1,4"
ACM423,Ever-Long Securities Company Limited,AGA675,TANG Kwan Chung,Kwan Chung,Kwan Chung,Tang,鄧君仲,"1,4"
ACM423,Ever-Long Securities Company Limited,BNN662,WONG Fong Ki,Fong Ki,Fong Ki,Wong,黃芳琪,2
ADG809,Emperor Corporate Finance Limited,AWN387,CHAN Yiu Nam,Yiu Nam,Yiu Nam,Chan,陳耀南,"1,6"
ADG809,Emperor Corporate Finance Limited,AHJ599,"CHOI Suk Hing, Louisa",Louisa,Suk Hing,Choi,蔡淑卿,"1,6"
ADG809,Emperor Corporate Finance Limited,AZC273,WONG King Pan,King Pan,King Pan,Wong,王琼斌,6
ADR667,Ewarton Securities Limited,ADO932,NG Ka Wing,Ka Wing,Ka Wing,Ng,吳家榮,1
AEF482,Enlighten Securities Limited,AAI160,"KUA Kong Chak, Denny",Denny,Kong Chak,Kua,柯港澤,1
AEF482,Enlighten Securities Limited,AMP373,SO Sai Hung,Sai Hung,Sai Hung,So,蘇世雄,1
AFE406,Elite Financial Services Limited,BUV834,CHEUNG Ho Yeung Kelvin,Ho,Ho Yeung Kelvin,Cheung,張浩揚,"4,9"
AFE406,Elite Financial Services Limited,AFE588,"YUEN Kam Lun, Jackson",Jackson,Kam Lun,Yuen,袁金倫,"4,9"
AFK254,Excelsior Capital Asia (HK) Limited,BNJ014,CHIU Dicken,Dicken,Dicken,Chiu,趙迪勤,"4,9"
AFK254,Excelsior Capital Asia (HK) Limited,ADH522,"CHUNG Koon Wah, Jonathan",Jonathan,Koon Wah,Chung,鍾冠華,"4,9"
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),AEI023,"HUNG Chi Leung, Brian",Brian,Chi Leung,Hung,洪志良,"1,4"
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),BIV592,TSAI John Jeng-Yow,John Jeng-Yow,John Jeng-Yow,Tsai,,9
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),ASI417,TSANG Shu Ping,Shu Ping,Shu Ping,Tsang,曾樹平,"1,4"
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),APQ326,WONG Ka Kuen,Ka Kuen,Ka Kuen,Wong,黃嘉權,"1,4,9"
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),ACL614,"WONG Wing Hang, Dominic",Dominic,Wing Hang,Wong,王永鏗,"1,4,9"
AFO909,Eastspring Investments (Hong Kong) Limited (trading as Eastspring Investments),ALR004,"WU Oi Chung, Jocelyn",Jocelyn,Oi Chung,Wu,胡愛忠,"4,9"
AFT530,Ever-Long Research Limited,ADJ878,AU Chi Ying,Chi Ying,Chi Ying,Au,區姿瑩,4
AFT530,Ever-Long Research Limited,AGA675,TANG Kwan Chung,Kwan Chung,Kwan Chung,Tang,鄧君仲,4
AGA532,Enlighten Futures Limited,AAI160,"KUA Kong Chak, Denny",Denny,Kong Chak,Kua,柯港澤,2
AGA532,Enlighten Futures Limited,ABB087,LAW Kam On,Kam On,Kam On,Law,羅錦安,2
AGA532,Enlighten Futures Limited,ACL682,"LO Tak Fat, Ricky",Ricky,Tak Fat,Lo,盧德發,2
AHK550,Enhanced Investment Products Limited,ABZ428,BLAND Tobias Christopher James,Tobias,Tobias Christopher James,Bland,,"4,5,9"
AHK550,Enhanced Investment Products Limited,BGD477,CHIK Wan Wai,Wan Wai,Wan Wai,Chik,植雲惠,"4,5,9"
AHK550,Enhanced Investment Products Limited,BAA413,JIANG Yu,Yu,Yu,Jiang,蔣昱,"4,5,9"
AHK550,Enhanced Investment Products Limited,AAV864,"WONG Sek Ming, Paul",Paul,Sek Ming,Wong,黃錫明,"4,9"
ALC006,Ethk Funds Limited,BGA561,LEUNG Su Lung,Su Lung,Su Lung,Leung,梁肇麟,9
ALP987,Evenstar Advisors Limited,ARN820,LEUNG Kenneth Kwun Chung,Kenneth,Kenneth Kwun Chung,Leung,梁貫聰,"1,4,9"
ALP987,Evenstar Advisors Limited,AOV624,TEO Kea Shiang,Kea Shiang,Kea Shiang,Teo,張家祥,"1,4,9"
ALP987,Evenstar Advisors Limited,AEX752,YANG James Ting-Yeh,James,James Ting-Yeh,Yang,楊定曄,"4,9"
AMP603,ESR Asset Management (Prosperity) Limited,AYI534,"CHUNG Meng Him, Vicho",Vicho,Meng Him,Chung,鍾銘謙,9
AMP603,ESR Asset Management (Prosperity) Limited,ARQ146,NG Chi Wah,Chi Wah,Chi Wah,Ng,吳志華,9
AMP603,ESR Asset Management (Prosperity) Limited,ANH601,WONG Lai Hung,Lai Hung,Lai Hung,Wong,黃麗虹,9
ANG975,Eagle Asset Management (CP) Limited,ALL503,"LUK Ka Ping, Amy",Amy,Ka Ping,Luk,陸嘉萍,9
ANG975,Eagle Asset Management (CP) Limited,BKA549,SUNG Kar Wai,Kar Wai,Kar Wai,Sung,宋嘉慧,9
APF298,Evo Capital Management Asia Limited,BBU286,DEVESA Philippe Rodolphe Xavier,Philippe,Philippe Rodolphe Xavier,Devesa,,9
AQO245,EXS Capital Asia Limited,BEB102,HUANG Yu Qing,Yu Qing,Yu Qing,Huang,黃煜晴,"4,6,9"
AQO245,EXS Capital Asia Limited,BDW780,KWAN Shu Wang,Shu Wang,Shu Wang,Kwan,關樹宏,"4,6,9"
AQS566,Eastern Marathon Investment Management (Hong Kong) Company Limited,AYA282,KONG Peng,Peng,Peng,Kong,孔鵬,9
AQS566,Eastern Marathon Investment Management (Hong Kong) Company Limited,AQS584,YANG Yun,Yun,Yun,Yang,楊云,9
AQS566,Eastern Marathon Investment Management (Hong Kong) Company Limited,AQS573,ZHONG Zhaomin,Zhaomin,Zhaomin,Zhong,钟兆民,9
ARO593,"E Fund Management (Hong Kong) Co., Limited",BRZ585,FAN Bing,Bing,Bing,Fan,范冰,"4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BRZ702,LI Jianfeng,Jianfeng,Jianfeng,Li,李剑锋,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BGC847,LI Zhihang,Zhihang,Zhihang,Li,李致航,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BWK162,LU Yazhou,Yazhou,Yazhou,Lu,盧亞洲,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",AZG394,QI Guangdong,Guangdong,Guangdong,Qi,祁廣東,"4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",AWI080,SHI Feng,Feng,Feng,Shi,石峰,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BAK271,TSOI Sze Yan,Sze Yan,Sze Yan,Tsoi,蔡思欣,"1,4"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BLX113,WANG Jiaxiang,Jiaxiang,Jiaxiang,Wang,王家祥,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BUM018,WANG Xue,Xue,Xue,Wang,王雪,"1,4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",BMY402,XIONG Shuo,Shuo,Shuo,Xiong,熊碩,"4,9"
ARO593,"E Fund Management (Hong Kong) Co., Limited",AZB711,ZHENG Jialiang,Jialiang,Jialiang,Zheng,鄭嘉梁,9
ARU623,Emperor Asset Management Limited,APU645,CHEUNG Chui Chi,Chui Chi,Chui Chi,Cheung,張翠芝,"4,9"
ARU623,Emperor Asset Management Limited,AHA485,CHU Raymond,Raymond,Raymond,Chu,朱允明,"4,9"
ARU623,Emperor Asset Management Limited,AOH320,LAU Tak Fai,Tak Fai,Tak Fai,Lau,劉德輝,9
ARU623,Emperor Asset Management Limited,BQH142,SHAO Jin,Jin,Jin,Shao,邵晋,"4,9"
ARU623,Emperor Asset Management Limited,AMF133,"WU Ka Wai, Carrie",Carrie,Ka Wai,Wu,胡嘉慧,"4,9"
ASU465,Environmental Investment Services Asia Limited,AUZ444,CHU Kar Son,Kar Son,Kar Son,Chu,朱嘉迅,"4,9"
ASU465,Environmental Investment Services Asia Limited,AYC692,HESSE Jakob Fabian,Jakob,Jakob Fabian,Hesse,,9
ASU465,Environmental Investment Services Asia Limited,BHQ215,WONG Ming Wai,Ming Wai,Ming Wai,Wong,黃明慧,"4,9"
ATN679,EAM Investment Advisors Limited,AWH054,WU Man Ching,Man Ching,Man Ching,Wu,胡文靜,9
ATN679,EAM Investment Advisors Limited,BJY566,YE Fanghua,Fanghua,Fanghua,Ye,葉方華,9
AUV190,Elements Advisors Limited,AFY877,"CHUI Kwok Hay, Bertrand",Bertrand,Kwok Hay,Chui,徐國熙,9
AUV190,Elements Advisors Limited,AHK748,DE COURCY HUGHES Robert James,Courcy,Courcy Hughes Robert James,De,,9
AUW716,ESR Asset Management (Fortune) Limited,ANI924,"CHIU Yu, Justina",Justina,Yu,Chiu,趙宇,9
AUW716,ESR Asset Management (Fortune) Limited,AUW719,HUNG Yuen Chun,Yuen Chun,Yuen Chun,Hung,孔元真,9
AUW716,ESR Asset Management (Fortune) Limited,AVI452,NG Yuk Ting,Yuk Ting,Yuk Ting,Ng,吳玉婷,9
AXH281,Ethivo Asset Management (HK) Limited,ANR871,MANGARAJ Sambit,Sambit,Sambit,Mangaraj,,"1,4,9"
AXH281,Ethivo Asset Management (HK) Limited,ACZ175,MULCHANDANI Narayan Phatu,Narayan,Narayan Phatu,Mulchandani,,"1,4,9"
AXH281,Ethivo Asset Management (HK) Limited,AAK350,PYRKE Roger Simon,Roger,Roger Simon,Pyrke,,"1,4,9"
AYV367,EIG Global Energy (Asia) Limited,ANH636,LEE Hyun Woo,Hyun Woo,Hyun Woo,Lee,,1
AYV367,EIG Global Energy (Asia) Limited,AFK697,LIU Yangyang,Yangyang,Yangyang,Liu,劉揚揚,"4,9"
AYV367,EIG Global Energy (Asia) Limited,AYV370,THIERBACH William Robert,William,William Robert,Thierbach,,"4,9"
AYV367,EIG Global Energy (Asia) Limited,AYV368,THOMAS Robert Blair,Robert,Robert Blair,Thomas,,"1,4,9"
BAO325,Esperanza Fintech (Securities) Limited,BII785,LEUNG Wai Tsun Dan Ronald,Wai,Wai Tsun Dan Ronald,Leung,梁衞晉,"4,9"
BAO325,Esperanza Fintech (Securities) Limited,AUA951,WONG Wai Shan,Wai Shan,Wai Shan,Wong,黃偉山,"4,9"
BBM607,Enhanced Investment Management Limited,ADW083,"CHAN Leong Sek, Freddy",Freddy,Leong Sek,Chan,陳亮碩,"4,9"
BBM607,Enhanced Investment Management Limited,BWL500,LIU Wei,Wei,Wei,Liu,劉偉,"4,9"
BBM607,Enhanced Investment Management Limited,BUH436,WANG Yifan,Yifan,Yifan,Wang,王軼凡,"4,9"
BCJ381,Epigen Group (Hong Kong) Limited,ARJ654,LEVY Frederic David,Frederic,Frederic David,Levy,,"4,9"
BCJ381,Epigen Group (Hong Kong) Limited,AFT829,LU Jiahua,Jiahua,Jiahua,Lu,盧家驊,"4,9"
BCJ381,Epigen Group (Hong Kong) Limited,ALR978,PARK Sang,Sang,Sang,Park,,"4,9"
BEC578,Ever-Long Capital Management Limited,ADJ878,AU Chi Ying,Chi Ying,Chi Ying,Au,區姿瑩,9
BEC578,Ever-Long Capital Management Limited,BQW638,CHENG Tze Hin,Tze Hin,Tze Hin,Cheng,鄭子軒,9
BEC578,Ever-Long Capital Management Limited,AGA675,TANG Kwan Chung,Kwan Chung,Kwan Chung,Tang,鄧君仲,9
BEI259,"Eversafe Asset Management Co., Limited",ALB386,GE Lijia,Lijia,Lijia,Ge,葛丽佳,"4,9"
BEI259,"Eversafe Asset Management Co., Limited",ALC116,WANG Xin,Xin,Xin,Wang,王昕,"4,9"
BDL403,Excel Investment (HK) Limited,ARJ899,ZHANG Wenyuan,Wenyuan,Wenyuan,Zhang,張文源,9
BDL403,Excel Investment (HK) Limited,BHG104,ZHAO Wenbin Warren,Wenbin,Wenbin Warren,Zhao,趙文彬,9
BFH453,East Eagle Asset Management Holdings Limited,AXV625,HOEBRECHTS Pierre Eric,Pierre Eric,Pierre Eric,Hoebrechts,,"4,9"
BFH453,East Eagle Asset Management Holdings Limited,AJD174,LEE Wing Shing,Wing Shing,Wing Shing,Lee,李榮勝,"4,9"
BFH453,East Eagle Asset Management Holdings Limited,ADV451,"LEUNG Kwok Wai, Gary",Gary,Kwok Wai,Leung,梁國偉,"4,9"
BFH453,East Eagle Asset Management Holdings Limited,APS724,PAU Cheuk Yao,Cheuk Yao,Cheuk Yao,Pau,鮑卓堯,9
BDH468,eFusion Capital Limited,AHT162,CHU Ching,Ching,Ching,Chu,朱晴,"4,9"
BDH468,eFusion Capital Limited,AOA104,WONG Wa,Wa,Wa,Wong,王華,"4,9"
BFI469,Eastfort Asset Management Private Limited,BGG505,LUBINSKI Ross Allan,Ross Allan,Ross Allan,Lubinski,,9
BFI469,Eastfort Asset Management Private Limited,ALY314,NG Chin Hang Edmund,Chin,Chin Hang Edmund,Ng,伍展恆,9
BFJ775,EFM Asset Management Limited,AXR096,EMMANUEL Jeffrey Gerard,Jeffrey,Jeffrey Gerard,Emmanuel,,9
BFJ775,EFM Asset Management Limited,BFJ791,WARWICK Martin Frank,Martin,Martin Frank,Warwick,,9
BGB208,Elephas Investment Management Limited,BGB215,LI Yiwen,Yiwen,Yiwen,Li,李伊文,9
BGB208,Elephas Investment Management Limited,BWK843,WEI Xiangxiang,Xiangxiang,Xiangxiang,Wei,魏翔翔,9
BGB208,Elephas Investment Management Limited,AYE252,YANG Ying,Ying,Ying,Yang,楊瑩,9
BGG012,Excellent Tide Securities Limited,BVZ774,CAI Yi,Yi,Yi,Cai,蔡易,"1,4,9"
BGG012,Excellent Tide Securities Limited,BTR104,FU Yiman,Yiman,Yiman,Fu,傅譯漫,"1,4,9"
BGG012,Excellent Tide Securities Limited,BFE606,HO Ka Chun,Ka Chun,Ka Chun,Ho,何家駿,"1,4"
BGG012,Excellent Tide Securities Limited,AGJ947,LI Hok Lai,Hok Lai,Hok Lai,Li,李學禮,"4,9"
BHO336,Eagle Trader Asset Management Limited,AXZ054,LEE Oi Suen,Oi Suen,Oi Suen,Lee,李藹璇,"4,9"
BHO336,Eagle Trader Asset Management Limited,AXI459,WONG Tsan Chow,Tsan Chow,Tsan Chow,Wong,王燦秋,"4,9"
BGX043,Excel Shining Asia Limited,AKS956,FUNG Suet Chung,Suet Chung,Suet Chung,Fung,馮雪松,"4,9"
BGX043,Excel Shining Asia Limited,AZT117,MA Ying Mao Andrew,Ying,Ying Mao Andrew,Ma,馬英武,"4,9"
BHO750,Eurizon Capital Asia Limited,BRD826,MARCA Alessandro,Alessandro,Alessandro,Marca,,"1,4,9"
BHO750,Eurizon Capital Asia Limited,AJL084,MO Chao-chi Richard,Chao-Chi,Chao-Chi Richard,Mo,莫兆奇,"1,4,9"
BHO750,Eurizon Capital Asia Limited,BGP737,ZENG Cheng,Cheng,Cheng,Zeng,曾騁,"4,9"
BHT550,Eddid Securities and Futures Limited,BIY455,CHAN Ching Sum,Ching Sum,Ching Sum,Chan,陳政深,"1,2,4,5"
BHT550,Eddid Securities and Futures Limited,BMR927,HON Mong Kwong,Mong Kwong,Mong Kwong,Hon,韓望光,3
BHT550,Eddid Securities and Futures Limited,BQC119,KO Stephanie,Stephanie,Stephanie,Ko,高爾晟,9
BHT550,Eddid Securities and Futures Limited,BGT436,LAM Tsz Lung,Tsz Lung,Tsz Lung,Lam,林子龍,1
BHT550,Eddid Securities and Futures Limited,APC587,LAU Mei King,Mei King,Mei King,Lau,柳美琼,"1,2"
BHT550,Eddid Securities and Futures Limited,AWJ764,LEUNG Ka Leung,Ka Leung,Ka Leung,Leung,梁家梁,"1,2"
BHT550,Eddid Securities and Futures Limited,ADG019,MAN Kam Fai,Kam Fai,Kam Fai,Man,文錦輝,"1,2,5"
BHT550,Eddid Securities and Futures Limited,AVE043,NG Wing Cheong,Wing Cheong,Wing Cheong,Ng,伍榮昌,"1,2"
BHT550,Eddid Securities and Futures Limited,AJD666,NG Wing Fai,Wing Fai,Wing Fai,Ng,吳永輝,1
BHT550,Eddid Securities and Futures Limited,BGZ937,PAN Jiao,Jiao,Jiao,Pan,潘姣,1
BHT550,Eddid Securities and Futures Limited,ADB874,PANG Chun Hong,Chun Hong,Chun Hong,Pang,彭俊康,"1,2,4,9"
BHT550,Eddid Securities and Futures Limited,ABF543,TSE Raymond,Raymond,Raymond,Tse,謝禮文,"1,4,9"
BHT550,Eddid Securities and Futures Limited,APB109,"TSE Sheung Lai, Sunny",Sunny,Sheung Lai,Tse,謝尚禮,"1,2,4,5,9"
BHT550,Eddid Securities and Futures Limited,BDD735,"TSUI Chi Kuen, Abe",Abe,Chi Kuen,Tsui,徐志權,"1,4"
BHT550,Eddid Securities and Futures Limited,ATE768,"WONG Chi Hung, Philip",Philip,Chi Hung,Wong,王智雄,"1,2,4,5,9"
BHT550,Eddid Securities and Futures Limited,BFS852,WONG Wai Lung,Wai Lung,Wai Lung,Wong,黃偉龍,"1,2"
BHT550,Eddid Securities and Futures Limited,AZR638,"WU Chi Chung, Nelson",Nelson,Chi Chung,Wu,胡智聰,"1,4,9"
BHT550,Eddid Securities and Futures Limited,BGI814,YEUNG Wai Kin,Wai Kin,Wai Kin,Yeung,楊偉健,"1,2,3,4,5,9"
BHU248,EMP Capital Limited,BTG981,HOU Yiru,Yiru,Yiru,Hou,侯宜茹,"4,9"
BHU248,EMP Capital Limited,BXC426,XIE Faquan,Faquan,Faquan,Xie,謝發權,"4,9"
BIB127,Emperio Securities and Assets Management Limited,AZZ250,CHAN Man Sze,Man Sze,Man Sze,Chan,陳敏思,"1,4,9"
BIB127,Emperio Securities and Assets Management Limited,AXR111,CHAN Shiu Chung,Shiu Chung,Shiu Chung,Chan,陳兆聰,"1,4,9"
BIC696,Emmanuel Investments Managers Company Limited,AJI838,MA Wing Sing,Wing Sing,Wing Sing,Ma,馬永成,"4,9"
BIE666,Elevation Investment Management Limited,AQY763,HUI Pak Chi,Pak Chi,Pak Chi,Hui,許柏芝,"4,9"
BIE666,Elevation Investment Management Limited,ANS162,WANG Xiao,Xiao,Xiao,Wang,王晓,"4,9"
BII497,EJL Limited,AMD115,FENG Zhongyang,Zhongyang,Zhongyang,Feng,馮鍾揚,9
BII497,EJL Limited,AXR088,LI Weiwei,Weiwei,Weiwei,Li,李薇薇,9
BII497,EJL Limited,BIJ023,LI Yu,Yu,Yu,Li,李彧,9
BIQ236,Envoyage Capital Limited,ADM251,CHEUK Sze Lok,Sze Lok,Sze Lok,Cheuk,卓斯樂,9
BIQ236,Envoyage Capital Limited,AIB742,LO Ming Ho,Ming Ho,Ming Ho,Lo,盧名豪,9
BJP857,Excelerate Fund Management Limited,BEE961,"CHOI Cheuk Heng, Zenith",Zenith,Cheuk Heng,Choi,蔡卓衡,9
BJP857,Excelerate Fund Management Limited,AED136,HO Wai Keung,Wai Keung,Wai Keung,Ho,何偉強,9
BJP857,Excelerate Fund Management Limited,AHG579,LEUNG King Chung,King Chung,King Chung,Leung,梁競聰,9
BJP857,Excelerate Fund Management Limited,BVE381,WU Xiaojing,Xiaojing,Xiaojing,Wu,吴小静,9
BJS897,Entersys Asset Management Hong Kong Limited,APJ881,CHAU Wa,Wa,Wa,Chau,鄒華,"4,9"
BJS897,Entersys Asset Management Hong Kong Limited,AIR528,MAK Kit Ping,Kit Ping,Kit Ping,Mak,麥潔萍,"4,9"
BJT849,Easy Fund Management Company Limited,BOR349,TONG Bizhan Modarressi,Bizhan,Bizhan Modarressi,Tong,,"4,9"
BKR346,Entropy Asset Management Limited,BKR380,XIE Donghai,Donghai,Donghai,Xie,謝東海,"4,9"
BKR346,Entropy Asset Management Limited,BUF449,XIE Ruixue,Ruixue,Ruixue,Xie,謝瑞雪,"4,9"
BMV659,Ever Fountain Asset Management Limited,ANY303,CHEUNG Wai Kit,Wai Kit,Wai Kit,Cheung,張偉傑,"4,9"
