corp_ceref,corp_name,ro_ceref,ro_full_name,ro_first_short,ro_first_full,ro_last,ro_name_chi,ro_ra_types
AYR502,Rayliant  Asset Management Limited,BJL050,HSU Jason Chung-Shiang,Jason,Jason Chung-Shiang,Hsu,,"4,9"
AXA409,RAYS Capital Partners Limited,AIF914,CHAN Chung Yuen,Chung Yuen,Chung Yuen,Chan,陳鍾元,"4,9"
AXA409,RAYS Capital Partners Limited,ADP750,RUAN David Ching Chi,David,David Ching Chi,Ruan,,"4,9"
AXA409,RAYS Capital Partners Limited,AAI817,"YIP Yok Tak, Amy",Amy,Yok Tak,Yip,葉約德,"4,9"
AYU004,Red Gate Asset Management Company Limited,BUX734,CHEN Yongsheng,Yongsheng,Yongsheng,Chen,陈永胜,"4,9"
AYU004,Red Gate Asset Management Company Limited,AYE509,CUI Xiaofeng,Xiaofeng,Xiaofeng,Cui,崔曉峰,"4,9"
AZT496,Red Cliff Asset Management Limited,ANY192,"CHAN Kwok Hei, Conrad",Conrad,Kwok Hei,Chan,陳國熙,9
AZT496,Red Cliff Asset Management Limited,AXB218,HUI Dik,Dik,Dik,Hui,許迪,9
AZT496,Red Cliff Asset Management Limited,ARV278,JU Min Chul,Min Chul,Min Chul,Ju,朱珉徹,9
AZT496,Red Cliff Asset Management Limited,AHP766,"LEE Kei Leung, William",William,Kei Leung,Lee,李基樑,9
AZT496,Red Cliff Asset Management Limited,AFU334,LONG David Nicholas,David,David Nicholas,Long,,9
AZT496,Red Cliff Asset Management Limited,ASZ121,NAKAGIRI Ryota,Ryota,Ryota,Nakagiri,中桐良太,9
BBN063,Rongtong Global Investment Limited,BOG080,DAI Rui,Rui,Rui,Dai,戴锐,"1,4,9"
BBN063,Rongtong Global Investment Limited,BTJ015,JIANG Tao,Tao,Tao,Jiang,江濤,"1,4,9"
BBN063,Rongtong Global Investment Limited,BUG161,NIE CONG,Cong,Cong,Nie,聶聰,"1,4,9"
BBN063,Rongtong Global Investment Limited,BVL476,ZHAO JING,Jing,Jing,Zhao,趙京,"1,4,9"
BDM809,ROC Partners (HK) Limited,BAB450,HU Saisai,Saisai,Saisai,Hu,胡賽賽,"1,4"
BDM809,ROC Partners (HK) Limited,AOY572,LAM Frewen,Frewen,Frewen,Lam,,"1,4"
BDM809,ROC Partners (HK) Limited,AVA347,ZHANG Zhixiang,Zhixiang,Zhixiang,Zhang,張志翔,"1,4"
BDR381,Realord Asia Pacific Asset Management Limited,ARO061,"CHAN Yu Kit, Jacky",Jacky,Yu Kit,Chan,陳宇傑,"4,9"
BDR381,Realord Asia Pacific Asset Management Limited,BGP386,LI Sen,Sen,Sen,Li,李森,"4,9"
BDR381,Realord Asia Pacific Asset Management Limited,BQG627,TIN Wai Sun,Wai Sun,Wai Sun,Tin,田偉辰,4
BGL803,RAM Investment Advisors Limited,BGY964,"CHAI Lap Wai, William",William,Lap Wai,Chai,柴立威,"1,4,9"
BGL803,RAM Investment Advisors Limited,BAF948,LEE Tsz Man,Tsz Man,Tsz Man,Lee,李子文,"1,4,9"
BGL803,RAM Investment Advisors Limited,BGM115,WEHL Scott Gregory,Scott,Scott Gregory,Wehl,,"1,4,9"
BGT071,River Capital Limited,BUX569,CHEN Fan,Fan,Fan,Chen,陈凡,9
BGT071,River Capital Limited,AVT537,PAN Zhiyang,Zhiyang,Zhiyang,Pan,潘知洋,9
BGT071,River Capital Limited,BDL896,WANG Vivien Wen,Vivien Wen,Vivien Wen,Wang,王雯,9
BGV260,Renco Investments Limited,BFR807,XING Mengwei,Mengwei,Mengwei,Xing,邢夢瑋,"4,9"
BGV260,Renco Investments Limited,BTE303,ZHAO Yue,Yue,Yue,Zhao,趙悅,"4,9"
BHN808,Righteous Capital Limited,AZW193,KONG Xiangming,Xiangming,Xiangming,Kong,孔祥明,"1,4,9"
BHN808,Righteous Capital Limited,ANK352,ZHANG Li,Li,Li,Zhang,張力,"1,4,9"
BHZ321,Rising Glory Finance Limited,BJR061,GUO Xun,Xun,Xun,Guo,郭迅,"4,9"
BHZ321,Rising Glory Finance Limited,APL611,TONG Leslie Wai-yun,Leslie,Leslie Wai-Yun,Tong,唐慧茵,"4,9"
BHZ321,Rising Glory Finance Limited,ADS751,YIP Kin Kong,Kin Kong,Kin Kong,Yip,葉建剛,9
BIA241,Rui Feng Asset Management Limited,BOG722,DENG Ling,Ling,Ling,Deng,鄧玲,"4,9"
BIA241,Rui Feng Asset Management Limited,ACD659,"LAM Chi Kwong, Jonathan",Jonathan,Chi Kwong,Lam,林志廣,"4,9"
BIE318,Red South Investment Management Limited,AVI421,CHAN Cheuk Yiu,Cheuk Yiu,Cheuk Yiu,Chan,陳焯堯,"4,9"
BIE318,Red South Investment Management Limited,BWP700,HE Lin,Lin,Lin,He,賀麟,"4,9"
BIJ658,RIME Capital Limited,BLD382,MA Danwei,Danwei,Danwei,Ma,馬丹薇,"4,9"
BIJ658,RIME Capital Limited,BJE214,WANG Shaohua,Shaohua,Shaohua,Wang,王少華,"1,4,9"
BIJ658,RIME Capital Limited,BMG512,WU Yen Sheng,Yen Sheng,Yen Sheng,Wu,吴彦生,"1,4,9"
BIJ658,RIME Capital Limited,AWP701,ZHOU Gang,Gang,Gang,Zhou,周剛,"1,4,9"
BIJ658,RIME Capital Limited,BUX057,ZHUO Ying,Ying,Ying,Zhuo,卓穎,"1,4,9"
BIK036,RuiLian Financial Group Company Limited,BOM293,HAN Lijun,Lijun,Lijun,Han,韓立軍,"1,4,9"
BIK036,RuiLian Financial Group Company Limited,AZG929,LEE Yu Hin,Yu Hin,Yu Hin,Lee,利宇軒,"1,9"
BIK036,RuiLian Financial Group Company Limited,BBB171,LOK Chiu Chan,Chiu Chan,Chiu Chan,Lok,駱昭塵,"1,4,9"
BIK036,RuiLian Financial Group Company Limited,ABP377,TSE Wai Man,Wai Man,Wai Man,Tse,謝偉文,"1,4,9"
BIX929,Right Time Asset Management Company Limited,AUI402,CHEN Dong,Dong,Dong,Chen,陳東,"4,9"
BIX929,Right Time Asset Management Company Limited,ASM184,CHU Tsz Ping,Tsz Ping,Tsz Ping,Chu,朱子平,9
BIX929,Right Time Asset Management Company Limited,AID045,WEN Zhimin,Zhimin,Zhimin,Wen,溫智敏,"4,9"
BIZ521,Radiant Tech Ventures Limited,AGN609,CHOW Ching Ning,Ching Ning,Ching Ning,Chow,周政寧,9
BIZ521,Radiant Tech Ventures Limited,AFB837,YEN Gordon,Gordon,Gordon,Yen,嚴震銘,9
BJB693,RP Asset Management Limited,BTG969,LI Ye,Ye,Ye,Li,李曄,"1,4,9"
BJD184,Rock Hill Asset Management Limited,AUB313,CHAN Siu Wai,Siu Wai,Siu Wai,Chan,陳少威,"4,9"
BJD184,Rock Hill Asset Management Limited,AOT840,CHAN Tsang Shing,Tsang,Tsang Shing,Chan,陳增城,"4,9"
BJO651,Rifa Asset Management Limited,AOS673,"CHAN Ka Fai, Stephen",Stephen,Ka Fai,Chan,陳家輝,"4,5,9"
BJO651,Rifa Asset Management Limited,BKT393,LI Sai Hung,Sai Hung,Sai Hung,Li,李世雄,"4,5,9"
BJO652,Raffles Assets Management (HK) Co. Limited,AKY161,"CHOW Wai Chiu, William",William,Wai Chiu,Chow,曹偉超,"1,4,9"
BJO652,Raffles Assets Management (HK) Co. Limited,BMK915,"GRUNEBAUM Julien, David, Edgar",Edgar,"Julien, David",Grunebaum,,"1,4,9"
BJO652,Raffles Assets Management (HK) Co. Limited,BHY242,KWAN Chi Man,Chi Man,Chi Man,Kwan,關志敏,"1,4,9"
BJO652,Raffles Assets Management (HK) Co. Limited,ANS310,"LOH Ngiap Chien, Derek",Derek,Ngiap Chien,Loh,盧業展,"1,4,9"
BJP312,ROYAL MORGAN FUND MANAGEMENT CO. LIMITED,AWW234,YANG Geng,Geng,Geng,Yang,楊賡,"1,4,9"
BJP312,ROYAL MORGAN FUND MANAGEMENT CO. LIMITED,BGB003,YIN Huiyun,Huiyun,Huiyun,Yin,殷慧韵,"1,4,9"
BJV607,Rockflow Securities Limited,AYO724,CHEN Chuanyao,Chuanyao,Chuanyao,Chen,陳川堯,"1,4,9"
BJV607,Rockflow Securities Limited,BHJ439,TSOI Ka Hung,Ka Hung,Ka Hung,Tsoi,蔡嘉鴻,"1,4,9"
BLG349,Ruihua (International) Fund Limited,BWH022,CHEN Hao,Hao,Hao,Chen,陈浩,"4,9"
BLG349,Ruihua (International) Fund Limited,ARL775,LAM Ka Wai,Ka Wai,Ka Wai,Lam,林嘉偉,"4,9"
BLG349,Ruihua (International) Fund Limited,BPS347,YU Ning,Ning,Ning,Yu,于宁,"4,9"
BLH635,Rostrum Grand Limited,BCO974,- Sreejesh Rajan,- Sreejesh,- Sreejesh,Rajan,,"1,4"
BLH635,Rostrum Grand Limited,BCC833,GUPTA Sankalp,Sankalp,Sankalp,Gupta,,"1,4,9"
BLH635,Rostrum Grand Limited,BEN372,KANGYA Dinesh,Dinesh,Dinesh,Kangya,,9
BLH635,Rostrum Grand Limited,BQW685,PYTTLIK Patricia Anna,Patricia Anna,Patricia Anna,Pyttlik,,9
BJT690,Redbridge Global Strategies Limited,AMI423,"CHANG Moon Suk, John",John,Moon Suk,Chang,,"1,4,9"
BJT690,Redbridge Global Strategies Limited,BML417,WAN Wai Man,Wai Man,Wai Man,Wan,尹偉文,"1,4,9"
BJT690,Redbridge Global Strategies Limited,AZQ236,WELLAND Tony,Tony,Tony,Welland,,"4,9"
BMI329,Rockpool Capital Limited,ACC181,"CHAN Wing Kwong, Nicholas",Nicholas,Wing Kwong,Chan,陳永江,"1,4,9"
BMI329,Rockpool Capital Limited,AWZ621,KOO Maurice Win-chong,Maurice,Maurice Win-Chong,Koo,顧永祥,"1,4,9"
BMI329,Rockpool Capital Limited,APJ685,WONG Benjamin Malcolm,Benjamin,Benjamin Malcolm,Wong,黃務騰,"1,4,9"
BMJ340,Rui Da International Asset Management (Hong Kong) Limited,AIH610,KO Lap Chuen,Lap Chuen,Lap Chuen,Ko,高立川,4
BMJ340,Rui Da International Asset Management (Hong Kong) Limited,AYR984,LI Fei,Fei,Fei,Li,李飛,"4,9"
BMJ340,Rui Da International Asset Management (Hong Kong) Limited,BEY896,YEUNG King Yip,King Yip,King Yip,Yeung,楊敬業,"4,9"
BNQ765,Rhine Asset Management Company Limited,BDM079,LAM Ching Po,Ching Po,Ching Po,Lam,林靜波,"4,9"
BNU285,Red Door Capital Management Limited,BHM679,BASTIN Michael Neal,Michael Neal,Michael Neal,Bastin,,9
BNU285,Red Door Capital Management Limited,ALP630,STARICK Matthew Jeremy,Matthew,Matthew Jeremy,Starick,,9
BNU303,Regents Capital Limited,BBM148,HUANG Bin,Bin,Bin,Huang,黃彬,9
BNU303,Regents Capital Limited,BFY626,WANG Yusen,Yusen,Yusen,Wang,王羽森,9
BOF004,Redstone Asset Management Limited,BUJ231,LIANG Junqing,Junqing,Junqing,Liang,梁俊青,"4,9"
BOF004,Redstone Asset Management Limited,BOF326,LO Kit Mui,Kit Mui,Kit Mui,Lo,羅潔梅,"4,9"
BOI465,Redwood Asset Management Limited,AFT874,"NG Lai Man, Carmen",Carmen,Lai Man,Ng,吳麗文,"1,4,9"
BOI465,Redwood Asset Management Limited,AQX239,NG Wing Keung,Wing Keung,Wing Keung,Ng,伍永強,"1,4,9"
BOX013,Redient Capital HK Limited,BOX222,FENG Shuyan,Shuyan,Shuyan,Feng,馮姝彦,"4,9"
BOX013,Redient Capital HK Limited,ATH920,SHEN Chong,Chong,Chong,Shen,沈翀,"4,9"
BOX013,Redient Capital HK Limited,BOX220,WONG Shiu Hong Viren,Shiu,Shiu Hong Viren,Wong,黃少康,"4,9"
BPC443,Risen Family Office Limited,AWC465,AU Hei Ching,Hei Ching,Hei Ching,Au,區禧靖,"1,4,9"
BPC443,Risen Family Office Limited,BSD399,WANG ALLEN,Allen,Allen,Wang,王維,"1,4,9"
BPM098,Russell Robust Asset Management Limited,BFD449,LIU Xiaoning,Xiaoning,Xiaoning,Liu,劉晓宁,9
BPM098,Russell Robust Asset Management Limited,BVT431,LU Zebin,Zebin,Zebin,Lu,陆泽斌,9
BPM098,Russell Robust Asset Management Limited,BNP484,SHI Ting,Ting,Ting,Shi,,9
BPQ155,R Squared Limited,BUS636,JIN Liyun,Liyun,Liyun,Jin,金丽芸,9
BPQ155,R Squared Limited,AUQ721,LIU Xi,Xi,Xi,Liu,劉曦,9
BPY306,Rhee Capital Limited,BGP542,"CHAN Chi Cue, Stephanie",Stephanie,Chi Cue,Chan,陳孜翹,9
BPY306,Rhee Capital Limited,BRG337,LAI Sheung Ming,Sheung Ming,Sheung Ming,Lai,黎尚銘,9
BPY306,Rhee Capital Limited,BBY957,LEE Edmund Pak Kuen,Edmund,Edmund Pak Kuen,Lee,李柏權,9
BQB745,Regal Partners (Hong Kong) Limited,BCA233,CORONES Zachary Alexander,Zachary,Zachary Alexander,Corones,,"4,9"
BQB745,Regal Partners (Hong Kong) Limited,AXL635,YU Ka Kong,Ka Kong,Ka Kong,Yu,余嘉剛,"4,9"
BQG355,RaffAello Investment Management (HK) Limited,BIS018,LAM Bun Hei,Bun Hei,Bun Hei,Lam,林品希,9
BQG355,RaffAello Investment Management (HK) Limited,ADF149,LI Ngai,Ngai,Ngai,Li,李毅,9
BQI233,ROC Capital Management Limited,BTP055,TANG Chenjing,Chenjing,Chenjing,Tang,唐晨竞,9
BQI233,ROC Capital Management Limited,AUZ670,XU Dapeng,Dapeng,Dapeng,Xu,徐大鵬,9
BQN240,RiverCircle Investments Limited,AOY762,CHIA Janice Jhet Yen,Janice,Janice Jhet Yen,Chia,,"4,9"
BQN240,RiverCircle Investments Limited,ABN143,MCBAIN Mary Charlotte,Mary Charlotte,Mary Charlotte,Mcbain,,"4,9"
BQS108,Roofer Asset Management Limited,ABL924,CHAN Kin Wah,Kin Wah,Kin Wah,Chan,陳健華,9
BQS108,Roofer Asset Management Limited,BHN986,CHEN Daqi,Daqi,Daqi,Chen,陳達祺,9
BQS108,Roofer Asset Management Limited,BIE889,SHI Lei,Lei,Lei,Shi,石磊,9
BQW134,Robern Associates Limited,ADU895,WAT Chi Ming,Chi Ming,Chi Ming,Wat,屈志銘,9
BRJ807,Rofllex Capital Limited,BEV990,SHI Shuncheng,Shuncheng,Shuncheng,Shi,施順成,"4,9"
BRV669,River Delta Wealth Management Company Limited,ATY003,LANG Zhen,Zhen,Zhen,Lang,郎臻,"4,9"
BRV669,River Delta Wealth Management Company Limited,BFN192,WU Yi-Ping,Yi-Ping,Yi-Ping,Wu,吳伊蘋,"4,9"
BRV669,River Delta Wealth Management Company Limited,BRV884,YANG Jian,Jian,Jian,Yang,楊暕,"4,9"
BRX238,Richwell Asset Management Limited,BRX268,CHIANG Hsing-ti,Hsing-Ti,Hsing-Ti,Chiang,姜星狄,"4,9"
BSS641,Raising International Securities Limited,BIR670,LEE Ka Yee,Ka Yee,Ka Yee,Lee,李家儀,"1,4,9"
BSS641,Raising International Securities Limited,AIR483,"NG Ka Fai, Jeffrey",Jeffrey,Ka Fai,Ng,吳家輝,"1,4,9"
BSW699,Redland Securities Limited,AVL067,CHAN Ying Yi,Ying Yi,Ying Yi,Chan,陳應怡,"1,4"
BSW699,Redland Securities Limited,AEE778,"CHANG Hoi Yan, Vivian",Vivian,Hoi Yan,Chang,張凱欣,"1,4,9"
BSW699,Redland Securities Limited,BSW700,HU Yajie,Yajie,Yajie,Hu,胡亞杰,"1,4,9"
BTK884,Ren Bridge Asset Management (Hong Kong) Co. Limited,BTK887,XIA Junjie,Junjie,Junjie,Xia,夏俊傑,9
BTK884,Ren Bridge Asset Management (Hong Kong) Co. Limited,BTK888,XUE Youwei,Youwei,Youwei,Xue,薛有為,9
BTU206,Rising Securities Limited,BVJ915,"LI, Shengsheng",Shengsheng,,Li,李升升,"1,4,9"
BTU206,Rising Securities Limited,AZQ787,SIT Kwan Kit,Kwan Kit,Kwan Kit,Sit,薛君杰,"1,4,9"
BTU206,Rising Securities Limited,BUO760,ZENG Tingting,Tingting,Tingting,Zeng,曾婷婷,"1,4"
BTU206,Rising Securities Limited,BMV073,ZHANG WEN,Wen,Wen,Zhang,張雯,"4,9"
BUN493,RICH FOREVER FAMILY OFFICE LIMITED,AGK668,"CHUNG Yan, Dennis",Dennis,Yan,Chung,鍾昕,"4,9"
BUN493,RICH FOREVER FAMILY OFFICE LIMITED,BEH928,KWAN Kin Kwok,Kin Kwok,Kin Kwok,Kwan,關建國,"4,9"
BUN493,RICH FOREVER FAMILY OFFICE LIMITED,BVW686,LI Hengzhe,Hengzhe,Hengzhe,Li,李恆哲,"4,9"
BUC821,Royal Asset Management (Hong Kong) Limited,AFG786,LEUNG Pui Man,Pui Man,Pui Man,Leung,梁培敏,"4,9"
BUC821,Royal Asset Management (Hong Kong) Limited,BVF953,WANG WEI,Wei,Wei,Wang,王偉,"4,9"
BUO542,Royal Family Asset Management Limited,AZY531,LI Man Kit,Man Kit,Man Kit,Li,李文傑,"4,9"
BUO542,Royal Family Asset Management Limited,ACA256,WONG Man Sek,Man Sek,Man Sek,Wong,黃敏碩,"4,9"
BUQ761,Riches Credit Asset Management Limited,AVH868,WANG Li-Jen,Li-Jen,Li-Jen,Wang,汪立人,"4,9"
BUQ761,Riches Credit Asset Management Limited,ADA634,WONG Yiu Man,Yiu Man,Yiu Man,Wong,黃耀民,"4,9"
BUQ761,Riches Credit Asset Management Limited,BXF545,ZHAO Qing,Qing,Qing,Zhao,趙箐,"4,9"
BUT339,Rido Asset Management Limited,BVG078,HUANG Jingwen,Jingwen,Jingwen,Huang,黃靖文,"4,9"
BUT339,Rido Asset Management Limited,BUT343,ZHANG Yaozong,Yaozong,Yaozong,Zhang,張耀宗,"4,9"
BVT507,RL Asset Management (HK) Limited,AIB743,CHIANG Venant,Venant,Venant,Chiang,蔣卓男,"4,9"
BVT507,RL Asset Management (HK) Limited,BVT509,GUO DANNI,Danni,Danni,Guo,郭丹妮,"4,9"
BVN545,RM Everlast Capital (HK) Limited,BVN546,XU Hao,Hao,Hao,Xu,徐浩,"4,9"
BVN545,RM Everlast Capital (HK) Limited,BVN550,YE Saier,Saier,Saier,Ye,叶賽尔,"4,9"
BVV078,RuiYuan Capital Limited,APC643,CHEN Huilin,Huilin,Huilin,Chen,陳輝林,"4,9"
BVV078,RuiYuan Capital Limited,AGY915,WAN Yuk Ling,Yuk Ling,Yuk Ling,Wan,尹玉玲,"4,9"
BWK885,REVO Digital Family Office Limited,AKY161,"CHOW Wai Chiu, William",William,Wai Chiu,Chow,曹偉超,"4,9"
BWK885,REVO Digital Family Office Limited,BTT668,YAN KAI,Kai,Kai,Yan,顏凱,"4,9"
BWR681,Ruiheng Securities Limited,AWU655,SHEN Xiaotong,Xiaotong,Xiaotong,Shen,沈晓通,"1,4,9"
BWR681,Ruiheng Securities Limited,BVA476,XU Hao,Hao,Hao,Xu,徐顥,"1,4,9"
AAA874,South China Securities Limited,BHX544,CHIU Chun Lung,Chun Lung,Chun Lung,Chiu,趙駿龍,1
AAA874,South China Securities Limited,AWC879,KO Ming Shan,Ming Shan,Ming Shan,Ko,高明山,1
AAA874,South China Securities Limited,AYK447,LEE Wing Yu,Wing Yu,Wing Yu,Lee,李穎妤,1
AAA874,South China Securities Limited,AAA747,"WONG Ding Pong, Allan",Allan,Ding Pong,Wong,黃定邦,1
AAA874,South China Securities Limited,AHY120,WONG Patrick,Patrick,Patrick,Wong,王崇珀,1
AAC648,Sanfull Securities Limited,AAC645,CHAN Billy,Billy,Billy,Chan,陳銘源,1
AAC648,Sanfull Securities Limited,AAC634,CHAN Henry,Henry,Henry,Chan,陳銘潤,1
AAC648,Sanfull Securities Limited,AAC543,CHAN Polly,Polly,Polly,Chan,陳銘彩,1
AAC648,Sanfull Securities Limited,AAC643,CHAN TSOI Woo Dip,Tsoi,Tsoi Woo Dip,Chan,陳蔡蝴蝶,1
AAC648,Sanfull Securities Limited,AAF489,CHAN Yick Tsun,Yick Tsun,Yick Tsun,Chan,陳億川,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AQD598,AU YEUNG Man,Yeung Man,Yeung Man,Au,歐陽敏,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,ARM926,CHENG Hoi Wa,Hoi Wa,Hoi Wa,Cheng,鄭凱華,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BDA213,GUO Rui,Rui,Rui,Guo,郭睿,"1,4"
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AXC579,GUO Yanting,Yanting,Yanting,Guo,郭妍婷,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,APQ511,HO Kai Kin,Kai Kin,Kai Kin,Ho,何啟建,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AQC312,LAI King Wai,King Wai,King Wai,Lai,黎景威,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,ADC124,LAU Yuen Hung,Yuen Hung,Yuen Hung,Lau,劉婉鴻,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AUN103,LI Sung Tat,Sung Tat,Sung Tat,Li,李崇達,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BIN429,LIANG Jun,Jun,Jun,Liang,梁鈞,"1,4"
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AXD120,LIU Joseph,Joseph,Joseph,Liu,,4
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BVL696,LUO Hongwei,Hongwei,Hongwei,Luo,,"1,4"
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BUK231,SHIN YUNA,Yuna,Yuna,Shin,申有懦,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BCN936,SUN Haoru,Haoru,Haoru,Sun,孫浩如,1
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BDE131,YIN Ruihan,Ruihan,Ruihan,Yin,尹蕤菡,"1,4"
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,BRX822,YU Lili,Lili,Lili,Yu,俞力黎,"1,4"
AAC927,Shenwan Hongyuan Securities (H.K.) Limited,AZX335,ZHANG Yibo,Yibo,Yibo,Zhang,張亦波,"1,4"
AAD432,SPS Securities Limited,ACD916,LAU Wai Ming,Wai Ming,Wai Ming,Lau,劉偉明,"1,9"
AAD432,SPS Securities Limited,AAD425,"POON Cheung Fung, David",David,Cheung Fung,Poon,潘長風,"1,9"
AAD432,SPS Securities Limited,ACB661,TING Kwok Hing,Kwok Hing,Kwok Hing,Ting,丁國慶,"1,9"
AAF212,Standard Chartered Securities (Hong Kong) Limited,ANQ119,CHOE Steven Kent,Steven Kent,Steven Kent,Choe,,"2,5"
AAF212,Standard Chartered Securities (Hong Kong) Limited,APO467,FENG Siguo,Siguo,Siguo,Feng,馮思果,"1,4"
AAF212,Standard Chartered Securities (Hong Kong) Limited,BIX020,"THANG Kai Chi, John",John,Kai Chi,Thang,曾繼志,"1,2,4,5"
AAD941,SG Securities (HK) Limited,BNP137,BAINBRIDGE Christopher Lawrence,Christopher,Christopher Lawrence,Bainbridge,,"1,2"
AAD941,SG Securities (HK) Limited,BSG967,BASSALER Henri Clement,Henri,Henri Clement,Bassaler,,2
AAD941,SG Securities (HK) Limited,BCW974,BENZIMRA Frank Michael,Frank,Frank Michael,Benzimra,,"4,5"
AAD941,SG Securities (HK) Limited,BSX319,CABEZA Guillermo,Guillermo,Guillermo,Cabeza,,"1,2"
AAD941,SG Securities (HK) Limited,AGJ388,"CHAN Kee Chee, Keith",Keith,Kee Chee,Chan,陳其志,1
AAD941,SG Securities (HK) Limited,ARK324,"CHAN Tik Man, Desmond",Desmond,Tik Man,Chan,陳狄文,"1,2"
AAD941,SG Securities (HK) Limited,BVH800,FALEH Mourad,Mourad,Mourad,Faleh,,2
AAD941,SG Securities (HK) Limited,AQI862,"FU Wai Ying, Tammy",Tammy,Wai Ying,Fu,符慧瑩,1
AAD941,SG Securities (HK) Limited,AVM428,GREEN Jonathan Robert,Jonathan,Jonathan Robert,Green,,1
AAD941,SG Securities (HK) Limited,ATX996,"KIM Samuel, Nicolas",Nicolas,Samuel,Kim,,2
AAD941,SG Securities (HK) Limited,ATG721,"LACOURTE Amaury, Athanase, Dominique-Marie","Amaury,","Amaury, Athanase, Dominique-Marie",Lacourte,,"1,2"
AAD941,SG Securities (HK) Limited,ASQ142,NICOLAY Sylvain Henri Pierre,Sylvain,Sylvain Henri Pierre,Nicolay,,"1,2"
AAD941,SG Securities (HK) Limited,AQO343,NIDDAM Jerome Julien,Jerome,Jerome Julien,Niddam,,"1,2,4,5"
AAD941,SG Securities (HK) Limited,AZL488,OLERON Christophe Alexandre Pierrick,Christophe,Christophe Alexandre Pierrick,Oleron,,1
AAD941,SG Securities (HK) Limited,AVD354,PHELPS Jacob Thomas,Jacob,Jacob Thomas,Phelps,,"1,2"
AAD941,SG Securities (HK) Limited,BTR694,POIDATZ Ludovic Didier Jacques,Ludovic,Ludovic Didier Jacques,Poidatz,,"1,2"
AAD941,SG Securities (HK) Limited,AJG585,POUPARD Baptiste Marie Herve,Baptiste,Baptiste Marie Herve,Poupard,,"1,2"
AAD941,SG Securities (HK) Limited,AUZ511,"RENOUX Olivier, Leonce, Felix",Felix,"Olivier, Leonce",Renoux,,"1,2"
AAD941,SG Securities (HK) Limited,AWD111,SABOT Florent Roland Christian,Florent,Florent Roland Christian,Sabot,,"1,2"
AAD941,SG Securities (HK) Limited,AYO959,SEETO Dereke Charles Wing On,Dereke,Dereke Charles Wing On,Seeto,,"1,2"
AAD941,SG Securities (HK) Limited,BCV361,SERJEANT Daniel Luke,Daniel Luke,Daniel Luke,Serjeant,,"1,2"
AAD941,SG Securities (HK) Limited,ANX921,SHAHA Sourabh Sharashchandra,Sourabh,Sourabh Sharashchandra,Shaha,,"1,2"
AAD941,SG Securities (HK) Limited,BRP438,STIFF Gavin Daniel Bradford,Gavin,Gavin Daniel Bradford,Stiff,,"1,2"
AAD941,SG Securities (HK) Limited,BUO467,TERZOLO Riccardo,Riccardo,Riccardo,Terzolo,,"1,2"
AAD941,SG Securities (HK) Limited,BJV305,YAO Wei,Wei,Wei,Yao,姚煒,"4,5"
AAD941,SG Securities (HK) Limited,AQP872,YOON Jung Jin,Jung Jin,Jung Jin,Yoon,,"1,4"
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,AQD598,AU YEUNG Man,Yeung Man,Yeung Man,Au,歐陽敏,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,ARM926,CHENG Hoi Wa,Hoi Wa,Hoi Wa,Cheng,鄭凱華,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,AQC312,LAI King Wai,King Wai,King Wai,Lai,黎景威,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,BIN429,LIANG Jun,Jun,Jun,Liang,梁鈞,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,BCN936,SUN Haoru,Haoru,Haoru,Sun,孫浩如,2
AAF640,South China Commodities Limited,AAA815,CHEUNG Choi Ngor,Choi Ngor,Choi Ngor,Cheung,張賽娥,2
AAF640,South China Commodities Limited,BHX544,CHIU Chun Lung,Chun Lung,Chun Lung,Chiu,趙駿龍,2
AAF640,South China Commodities Limited,AAA747,"WONG Ding Pong, Allan",Allan,Ding Pong,Wong,黃定邦,2
AAF969,Solid King Securities Limited,AAF947,"LEE Wai Choi, Albert",Albert,Wai Choi,Lee,李偉才,1
AAF969,Solid King Securities Limited,AAF949,LI Leung Wa,Leung Wa,Leung Wa,Li,李良華,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,ANN524,CHEN Tung Hsiung,Tung Hsiung,Tung Hsiung,Chen,陳東雄,"1,2"
AAI195,Sinolink Securities (Hong Kong) Company Limited,ARU545,CHEN Wei,Wei,Wei,Chen,陳煒,6
